阿爸	aaba
中南海	vnh
乍暖还寒	vnhh
滞纳金	vnj
众怒难犯	vnnf
重男轻女	vnqn
智囊团	vnt
之能事	vnu
指南针	vnv
桌案	voan
桌布	vob
捉鳖	vobp
桌布	vobu
捉到	vodc
桌底	vodi
捉对	vodv
捉鬼	vog
捉鬼	vogv
捉虫	voi
捉虫	vois
拙荆	vojk
捉奸	vojm
桌脚	vojn
浊酒	vojq
卓绝	vojt
灼烤	vokc
酌量	voll
着落	volo
浊气	voqi
桌前	voqm
桌球	voqq
灼热	vore
卓然	vorj
着色	vose
灼痛	vot
灼烫	voth
灼痛	vots
灼烧	vouc
拙舌	voue
浊水	vouv
坐姿	vovi
灼灼	vovo
浊音	voyb
捉赃	vozh
拙作	vozo
捉贼	vozw
诈骗犯	vpf
中篇小说	vpxu
占便宜	vpy
只怕有心人	vpyr
知其不可而为之	vqbv
只欠东风	vqdf
沾亲带故	vqdg
争奇斗艳	vqdy
支气管	vqg
瞻前顾后	vqgh
至亲骨肉	vqgr
争强好胜	vqhu
朝秦暮楚	vqmi
珍禽奇兽	vqqu
赵钱孙李	vqsl
准确无误	vqww
志趣相投	vqxt
知其一	vqy
珍禽异兽	vqyu
专版	vrbj
转存	vrc
转存	vrcy
专递	vrdi
赚点	vrdm
专断	vrdr
遮人耳目	vrem
转岗	vrgh
专干	vrgj
转过	vrgo
专管	vrgr
专供	vrgs
专柜	vrgv
转给	vrgw
转好	vrhc
专函	vrhj
专户	vrhu
转回	vrhv
专差	vrid
专车	vrie
转出	vriu
专拣	vrjm
正人君子	vrjz
指日可待	vrkd
砖块	vrkk
转款	vrkr
转口	vrkz
赚了	vrl
转来	vrld
赚了	vrle
专列	vrlp
专名	vrmk
郑人买履	vrml
专美	vrmw
转念	vrn
转念	vrnm
转暖	vrnr
转盘	vrp
转盘	vrpj
转强	vrql
转圈	vrqr
赚取	vrqu
转弱	vrro
专司	vrsi
转送	vrss
峥嵘岁月	vrsy
转台	vrtd
专挑	vrtn
转托	vrto
砖头	vrtz
专杀	vrua
专设	vrue
众人拾柴火焰高	vrug
转上	vruh
转世	vrui
专擅	vruj
知人善任	vrur
专属	vruu
转瞬	vruy
转手	vruz
逐日追风	vrvf
专政	vrvg
转战	vrvj
转转	vrvr
知人知面不知心	vrvx
转轴	vrvz
砖瓦	vrwa
转往	vrwh
助人为乐	vrwl
置若罔闻	vrww
转系	vrxi
专修	vrxq
转学	vrxt
转引	vryb
砖窑	vryc
置人于死地	vryd
专员	vryr
转运	vryy
专有	vryz
专责	vrze
专座	vrzo
转租	vrzu
钟爱	vsa
钟爱	vsai
重案	vsan
中报	vsbc
钟摆	vsbd
重磅	vsbh
重病	vsbk
中波	vsbo
至死不悟	vsbw
种菜	vsc
种草	vscc
重仓	vsch
中餐	vscj
重挫	vsco
种地	vsdi
钟鼎	vsdk
种痘	vsdz
中俄	vsee
中耳	vser
重罚	vsfa
中分	vsff
中锋	vsfg
重负	vsfu
中非	vsfw
终归	vsgv
种瓜	vsgx
中号	vshc
中韩	vshj
重活	vsho
忠魂	vshy
中朝	vsic
忠臣	vsif
重创	vsil
重锤	vsiv
重酬	vsiz
重金	vsjb
终局	vsju
中楷	vskd
肿块	vskk
钟馗	vskv
终老	vslc
重力	vsli
终了	vsln
中落	vslo
忠烈	vslp
张三李四	vsls
钟楼	vslz
中魔	vsm
种马	vsma
中魔	vsmo
众怒	vsnu
中排	vspd
中枪	vsql
中签	vsqm
重拳	vsqr
衷曲	vsqu
钟塔	vsta
中堂	vsth
中听	vstk
种田	vstm
重托	vsto
肿痛	vsts
钟头	vstz
中枢	vsuu
重水	vsuv
中招	vsvc
重者	vsve
重镇	vsvf
重症	vsvg
肿胀	vsvh
中轴	vsvz
众望	vswh
中尉	vsww
中校	vsxn
重谢	vsxp
终须	vsxu
终因	vsyb
中叶	vsye
忠言	vsyj
中英	vsyk
重灾	vszd
重责	vsze
重罪	vszv
涨停板	vtb
遮天蔽日	vtbr
转托管	vtg
遮天盖地	vtgd
债台高筑	vtgv
状态栏	vtl
只听楼梯响	vtlx
獐头鼠目	vtum
重头戏	vtx
筑坝	vuba
主宾	vubb
主笔	vubi
驻兵	vubk
主播	vubo
主菜	vucd
逐层	vucg
主从	vucs
知书达礼	vudl
住店	vudm
猪肚	vudu
壮士断腕	vudw
竹筏	vufa
珠峰	vufg
煮饭	vufj
煮沸	vufw
知识分子	vufz
嘱告	vugc
诸葛	vuge
驻港	vugh
烛光	vugl
主顾	vugu
竹棍	vugy
猪狗	vugz
祝好	vuhc
逐行	vuhh
指手画脚	vuhj
竹黄	vuhl
烛火	vuho
朱红	vuhs
主婚	vuhy
煮茶	vuia
筑巢	vuic
助产	vuij
主创	vuil
蛀虫	vuis
住处	vuiu
朱唇	vuiy
逐臭	vuiz
直抒己见	vujj
驻京	vujk
猪脚	vujn
祝酒	vujq
转瞬即逝	vuju
住家	vujx
驻军	vujy
主考	vukc
煮开	vukd
主客	vuke
竹筷	vukk
竹筐	vukl
炙手可热	vukr
助困	vuky
筑牢	vulc
竹篮	vulj
主粮	vull
株连	vulm
猪猡	vulo
著书立说	vulu
烛泪	vulw
主楼	vulz
主码	vuma
猪毛	vumc
朱门	vumf
注满	vumj
柱面	vumm
驻美	vumw
主谋	vumz
祝您	vunb
猪脑	vunc
装神弄鬼	vung
主频	vupb
助跑	vupc
猪排	vupd
猪棚	vupg
猪皮	vupi
竹片	vupm
主仆	vupu
竹签	vuqm
仗势欺人	vuqr
朱雀	vuqt
置身其中	vuqv
逐日	vuri
助燃	vurj
粥少僧多	vusd
诸色	vuse
蛛丝	vusi
珠算	vusr
竹笋	vusy
烛台	vutd
煮汤	vuth
逐条	vutn
铸铁	vutp
竹筒	vuts
主推	vutv
驻屯	vuty
猪头	vutz
煮熟	vuuu
置身事外	vuuw
助阵	vuvf
主站	vuvj
柱状	vuvl
至善至美	vuvm
猪猪	vuvu
主抓	vuvx
株洲	vuvz
这山望着那山高	vuwg
主卧	vuwo
猪心	vuxb
逐项	vuxl
主修	vuxq
长势喜人	vuxr
猪血	vuxt
直抒胸臆	vuxy
蛀牙	vuya
注音	vuyb
主用	vuys
逐月	vuyt
主语	vuyu
猪油	vuyz
住在	vuzd
竹子	vuzi
猪鬃	vuzs
驻足	vuzu
住嘴	vuzv
惴惴不安	vvba
忠贞不二	vvbe
置之不理	vvbl
转折点	vvd
追打	vvda
指指点点	vvdd
整装待发	vvdf
坠地	vvdi
置之度外	vvdw
辗转反侧	vvfc
追风	vvfg
追高	vvg
追高	vvgc
转折关头	vvgt
椎骨	vvgu
坠海	vvhd
追偿	vvih
众志成城	vvii
茁壮成长	vviv
谆谆教诲	vvjh
坠机	vvji
真真假假	vvjj
招之即来	vvjl
追缴	vvjn
智者见智	vvjv
坠落	vvl
追来	vvld
坠落	vvlo
坠楼	vvlz
追命	vvmk
占着茅坑不拉屎	vvmu
置之脑后	vvnh
追念	vvnm
郑重其事	vvqu
只知其一	vvqy
追认	vvrf
坠入	vvru
赘肉	vvrz
置之死地	vvsd
追思	vvsi
追索	vvso
追讨	vvtc
锥体	vvti
锥头	vvtz
追上	vvuh
扎扎实实	vvuu
追授	vvuz
追债	vvvd
追着	vvve
追征	vvvg
真真正正	vvvv
壮志未酬	vvwi
助纣为虐	vvwn
正直无私	vvws
追尾	vvww
锥心	vvxb
正中下怀	vvxh
追星	vvxk
追凶	vvxs
追叙	vvxu
振振有词	vvyc
赘言	vvyj
只重衣衫不重人	vvyr
遮遮掩掩	vvyy
追赠	vvzg
追赃	vvzh
坠子	vvzi
战无不胜	vwbu
知无不言	vwby
珠围翠绕	vwcr
站稳脚跟	vwjg
这门	vwmf
转弯抹角	vwmj
这批	vwpi
支吾其词	vwqc
这期	vwqi
众望所归	vwsg
这台	vwtd
周吴郑王	vwvw
朝闻夕死	vwxs
忠孝不能两全	vxbq
抓到	vxd
真相大白	vxdb
抓到	vxdc
抓得	vxde
抓赌	vxdu
照相馆	vxg
忠心耿耿	vxgg
中西合璧	vxhb
抓痕	vxhf
抓出	vxi
抓差	vxid
抓出	vxiu
抓阄	vxjq
秩序井然	vxjr
抓举	vxju
抓狂	vxk
争先恐后	vxkh
抓狂	vxkl
这些年	vxn
抓挠	vxnc
招贤纳士	vxnu
抓拍	vxpd
众星捧月	vxpy
中心区	vxq
抓取	vxqu
知心人	vxr
宅心仁厚	vxrh
主席台	vxt
真心实意	vxuy
抓着	vxve
只许州官放火	vxvh
抓瞎	vxx
朝夕相处	vxxi
抓瞎	vxxx
抓药	vxy
爪牙	vxya
抓药	vxyc
抓痒	vxyh
直性子	vxz
爪子	vxzi
抓贼	vxzw
准保	vybc
这一次	vyc
准点	vydm
中原地区	vydq
中央电视台	vydt
扎伊尔	vye
障眼法	vyf
这一个	vyg
招摇过市	vygu
只要功夫深	vygu
专业户	vyh
卓有成效	vyix
准将	vyj
准将	vyjl
正言厉色	vyls
准没	vymw
朝云暮雨	vymy
准能	vyn
忠言逆耳	vyne
准能	vyng
只言片语	vypy
重于泰山	vytu
准头	vytz
仗义疏财	vyuc
准绳	vyug
智勇双全	vyuq
债有主	vyv
中庸之道	vyvd
知遇之恩	vyve
止于至善	vyvu
仗义执言	vyvy
准尉	vyw
准尉	vyww
准星	vyxk
知易行难	vyxn
珠圆玉润	vyyr
准奏	vyzz
诸子百家	vzbj
只字不提	vzbt
肘部	vzbu
咒符	vzfu
州官	vzgr
周公	vzgs
志在高远	vzgy
皱痕	vzhf
舟车	vzie
周长	vzih
知足常乐	vzil
洲际	vzji
骤降	vzjl
骤减	vzjm
知子莫若父	vzmf
皱眉	vzmw
志在千里	vzql
志在四方	vzsf
周天	vzt
周天	vztm
周身	vzuf
周正	vzvg
州长	vzvh
骤至	vzvi
逐字逐句	vzvj
纣王	vzwh
周旋	vzx
周详	vzxl
轴线	vzxm
周旋	vzxr
咒怨	vzyr
咒语	vzyu
周遭	vzz
周遭	vzzc
骤增	vzzg
肘子	vzzi
挖补	wabu
洼地	wadi
挖掉	wadn
挖洞	wads
瓦房	wafh
瓦罐	wagr
挖沟	wagz
袜厂	waih
挖出	waiu
挖井	wajk
瓦匠	wajl
挖角	wajn
哇靠	wakc
挖开	wakd
挖坑	wakg
瓦块	wakk
挖空	waks
挖苦	waku
哇啦	wala
瓦砾	wali
挖煤	wam
挖煤	wamw
瓦片	wapm
挖取	waq
挖取	waqu
哇塞	was
哇塞	wasd
瓦斯	wasi
瓦特	wate
蛙跳	watn
挖土	watu
蛙声	waug
洼陷	waxm
蛙泳	way
蛙泳	ways
佤族	wazu
挖走	wazz
万变不离其宗	wbbz
窝边草	wbc
王八蛋	wbd
万不得已	wbdy
忘不了	wbl
威逼利诱	wbly
我不入地狱谁入地狱	wbry
无病呻吟	wbuy
微薄之力	wbvl
无本之木	wbvm
万般无奈	wbwn
五笔字型	wbz
卧病在床	wbzi
稳步增长	wbzv
五笔字型	wbzx
无从谈起	wctq
唯才是举	wcuj
稳操胜券	wcuq
无从下手	wcxu
无从选择	wcxz
外宾	wdbb
尾大不掉	wdbd
外边	wdbm
歪脖	wdbo
外侧	wdc
外财	wdcd
外侧	wdce
外层	wdcg
无底洞	wdd
歪倒	wddc
外电	wddm
外调	wddn
外耳	wder
外翻	wdfj
外服	wdfu
外号	wdhc
外患	wdhr
外化	wdhx
歪缠	wdij
外传	wdir
温度计	wdj
外景	wdjk
外间	wdjm
五毒俱全	wdjq
外军	wdjy
外刊	wdkj
外快	wdkk
外框	wdkl
外裤	wdku
歪了	wdle
外力	wdli
外联	wdlm
外流	wdlq
王道乐土	wdlt
外露	wdlu
外漏	wdlz
外码	wdma
外卖	wdmd
歪扭	wdnq
外派	wdpd
外皮	wdpi
外婆	wdpo
外勤	wdqb
外倾	wdqk
外墙	wdql
外切	wdqp
外圈	wdqr
外孙	wds
五大三粗	wdsc
外孙	wdsy
外套	wdt
外套	wdtc
外胎	wdtd
歪躺	wdth
外滩	wdtj
外头	wdtz
外水	wduv
五大洲	wdv
外罩	wdvc
外债	wdvd
歪着	wdve
外传	wdvr
未定之天	wdvt
歪打正着	wdvv
五斗折腰	wdvy
外单位	wdw
歪歪	wdwd
外网	wdwh
外务	wdwu
外心	wdxb
外显	wdxm
外泄	wdxp
外需	wdxu
外因	wdyb
外野	wdye
外扬	wdyh
外延	wdyj
无独有偶	wdyo
外用	wdys
无敌于天下	wdyx
外运	wdyy
外有	wdyz
微电子	wdz
外族	wdzu
歪嘴	wdzv
外贼	wdzw
万恶之源	wevy
文案	wfa
文案	wfan
违法必究	wfbj
瘟病	wfbk
无风不起浪	wfbl
吻别	wfbp
为富不仁	wfbr
稳操	wfcc
文辞	wfci
文萃	wfcv
温带	wfdd
稳得	wfde
闻风而动	wfed
望风而逃	wfet
文风	wffg
文房	wffh
温服	wffu
文官	wfgr
文火	wfho
文汇	wfhv
温差	wfia
文成	wfig
文昌	wfih
稳产	wfij
温床	wfil
汶川	wfir
蚊虫	wfis
问出	wfiu
文静	wfjk
温江	wfjl
温酒	wfjq
万分景仰	wfjy
温控	wfks
文莱	wfld
纹理	wfli
违法乱纪	wflj
五福临门	wflm
纹路	wflu
文类	wflw
文墨	wfmo
纹眉	wfmw
稳拿	wfna
问难	wfnj
文品	wfpb
问起	wfqi
无法企及	wfqj
无风起浪	wfql
文曲	wfqu
温热	wfre
文弱	wfro
稳如	wfru
蚊蚋	wfrv
温润	wfry
文房四宝	wfsb
文思	wfsi
闻听	wftk
温吞	wfty
温莎	wfua
纹身	wfuf
闻声	wfug
温水	wfuv
问谁	wfuw
万分之	wfv
稳扎	wfva
问诊	wfvf
文职	wfvi
问斩	wfvj
稳赚	wfvr
万分之一	wfvy
问问	wfwf
无法挽回	wfwh
温婉	wfwj
无法无天	wfwt
枉费心机	wfxj
蚊香	wfxl
文选	wfxr
文胸	wfxs
温煦	wfxu
闻讯	wfxy
文雅	wfya
纹银	wfyb
问药	wfyc
文言	wfyj
蚊蝇	wfyk
文员	wfyr
文约	wfyt
文友	wfyz
问责	wfze
稳坐	wfzo
问罪	wfzv
无副作用	wfzy
五谷不分	wgbf
蕹菜	wgcd
乌干达	wgd
无关大局	wgdj
无功而退	wget
无果而终	wgev
五谷丰登	wgfd
翁姑	wggu
王公贵族	wggz
万古长存	wgic
瓮城	wgig
万古长青	wgiq
万贯家财	wgjc
为国捐躯	wgjq
无关紧要	wgjy
万古流芳	wglf
亡国奴	wgn
万古千秋	wgqq
无关痛痒	wgty
无功受禄	wgul
嗡嗡	wgwg
翁婿	wgx
翁婿	wgxu
无官一身轻	wgyq
物归原主	wgyv
闻过则喜	wgzx
呜呼哀哉	whaz
王勃	whbo
无话不谈	whbt
五花大绑	whdb
王道	whdc
忘掉	whdn
网段	whdr
网兜	whdz
未婚夫	whf
王法	whfa
望风	whfg
王妃	whfw
网格	whge
忘光	whgl
王宫	whgs
亡故	whgu
王后	whh
忘怀	whhk
往回	whhv
亡魂	whhy
王后	whhz
妄称	whig
往常	whih
望穿	whir
网虫	whis
王储	whiu
网警	whjk
望江	whjl
望见	whjm
往届	whjp
妄加	whjx
王侯将相	whjx
无话可说	whku
忘啦	whla
亡灵	whlk
王码	whma
网迷	whmi
网名	whmk
网膜	whmo
往南	whnj
网盘	whp
网盘	whpj
旺铺	whpu
未婚妻	whq
往期	whqi
忘情	whqk
王权	whqr
望去	whqu
万壑千岩	whqy
枉然	whrj
网速	whs
枉死	whsi
网速	whsu
万花筒	wht
物华天宝	whtb
网套	whtc
网坛	whtj
往上	whuh
网摘	whvd
望诊	whvf
玩忽职守	whvu
乌合之众	whvv
往外	whwd
网纹	whwf
问寒问暖	whwn
忘我	whwo
往昔	whxi
网线	whxm
物换星移	whxy
网银	whyb
网眼	whyj
网员	whyr
望月	whyt
玩火自焚	whzf
往左	whzo
望族	whzu
未尝不可	wibk
卧床不起	wibq
无处不在	wibz
无产阶级	wijj
无处可去	wikq
无重码	wim
望尘莫及	wimj
望穿秋水	wiqu
无出其右	wiqy
无耻之徒	wivt
问长问短	wiwd
玩吧	wjba
晚节不保	wjbb
物极必反	wjbf
万劫不复	wjbf
万邦	wjbh
玩伴	wjbj
腕表	wjbn
万部	wjbu
婉辞	wjci
无精打采	wjdc
万代	wjdd
玩的	wjde
万家灯火	wjdh
碗底	wjdi
晚点	wjdm
碗碟	wjdp
万端	wjdr
弯度	wjdu
豌豆	wjdz
万恶	wjee
无胫而行	wjex
玩法	wjfa
万福	wjfu
外交官	wjg
完稿	wjgc
挽歌	wjge
玩过	wjgo
万贯	wjgr
碗柜	wjgv
弯钩	wjgz
玩火	wjho
完婚	wjhy
晚潮	wjic
万重	wjis
碗橱	wjiu
晚春	wjiy
万金	wjjb
顽疾	wjji
晚景	wjjk
弯角	wjjn
万卷	wjjr
无家可归	wjkg
无机可乘	wjki
无计可施	wjku
碗口	wjkz
万两	wjll
挽联	wjlm
顽劣	wjlp
万隆	wjls
万缕	wjlv
万类	wjlw
万马	wjma
万民	wjmb
万米	wjmi
万难	wjnj
玩偶	wjou
玩牌	wjpd
顽皮	wjpi
玩票	wjpn
晚清	wjqk
晚秋	wjqq
物尽其用	wjqy
完人	wjrf
位极人臣	wjri
婉然	wjrj
宛若	wjro
宛如	wjru
万死	wjsi
惋叹	wjtj
顽童	wjts
物竞天择	wjtz
完胜	wjug
完事	wjui
晚霜	wjul
晚熟	wjuu
晚睡	wjuv
未尽事宜	wjuy
万兆	wjvc
万丈	wjvh
刎颈之交	wjvj
晚装	wjvl
万众	wjvs
万望	wjwh
玩玩	wjwj
无拘无束	wjwu
玩味	wjww
万幸	wjxk
万县	wjxm
婉谢	wjxp
玩雪	wjxt
晚霞	wjxx
弯腰	wjyc
我见犹怜	wjyl
万用	wjys
晚育	wjyu
玩友	wjyz
伪君子	wjz
万载	wjzd
丸子	wjzi
腕足	wjzu
万箭攒心	wjzx
无可辩驳	wkbb
无可奈何	wknh
无可奈何花落去	wknq
无可替代	wktd
唯恐天下不乱	wktl
无可争辩	wkvb
无可置疑	wkvy
无可指责	wkvz
无可挽回	wkwh
无可无不可	wkwk
无可限量	wkxl
挖空心思	wkxs
无愧于	wky
网开一面	wkym
纨绔子弟	wkzd
网络版	wlb
窝里斗	wld
窝里反	wlf
乌拉圭	wlg
无力回天	wlht
乌龙茶	wli
万里长城	wlii
万籁俱寂	wljj
无脸见人	wljr
雾里看花	wlkh
无利可图	wlkt
无路可走	wlkz
乌鲁木齐	wlmq
无理取闹	wlqn
万缕千丝	wlqs
无论如何	wlrh
无厘头	wlt
无立锥之地	wlvd
五里雾	wlw
万籁无声	wlwu
物离乡贵	wlxg
歪理邪说	wlxu
未老先衰	wlxu
五粮液	wly
闻名不如见面	wmbm
萎靡不振	wmbv
五马分尸	wmfu
为民除害	wmih
蛙鸣蝉噪	wmiz
物美价廉	wmjl
寤寐求之	wmqv
万马齐喑	wmqy
亡命徒	wmt
亡命天涯	wmty
无名氏	wmu
唯命是从	wmuc
无名指	wmv
无名之辈	wmvb
亡命之徒	wmvt
闻名中外	wmvw
完美无缺	wmwq
惟妙惟肖	wmwx
无名小辈	wmxb
歪门邪道	wmxd
无名小卒	wmxz
窝囊废	wnf
万念俱灰	wnjh
未能免俗	wnms
窝囊气	wnq
五内如焚	wnrf
委内瑞拉	wnrl
未能如愿	wnry
威尼斯	wns
毋宁说	wnu
忘年之交	wnvj
无能为力	wnwl
我爸	woba
握笔	wobi
卧病	wobk
握别	wobp
我辈	wobw
卧倒	wodc
卧底	wodi
窝点	wodm
我懂	wods
我都	wodz
我该	wogd
我敢	wogj
我管	wogr
窝工	wogs
卧轨	wogv
我会	woh
我还	wohd
我很	wohf
窝火	woho
我会	wohv
卧床	woil
握紧	wojb
我靠	wokc
我可	woke
倭寇	wokz
窝里	woli
涡流	wolq
卧龙	wols
我俩	wolx
涡轮	woly
我妈	woma
窝内	wonw
窝棚	wopg
卧铺	wopu
窝气	woqi
握拳	woqr
莴笋	wosy
我听	wot
卧榻	wota
卧谈	wotj
我听	wotk
沃土	wotu
窝头	wotz
卧射	woue
握着	wove
我只	wovi
我为	wow
窝窝	wowo
我为	woww
窝心	woxb
我要	woy
我要	woyc
我也	woye
我用	woys
我在	woz
我在	wozd
窝赃	wozh
卧姿	wozi
王婆卖瓜	wpmg
无凭无据	wpwj
无巧不成书	wqbu
为期不远	wqby
乌七八糟	wqbz
无权过问	wqgw
挖墙脚	wqj
温情脉脉	wqmm
顽强拼搏	wqpb
忘其所以	wqsy
无期徒刑	wqtx
万全之策	wqvc
无牵无挂	wqwg
无权无势	wqwu
无情无义	wqwy
望其项背	wqxb
无人过问	wrgw
蔚然成风	wrif
为人处世	wriu
危如累卵	wrll
为人民服务	wrmw
外柔内刚	wrng
无人能及	wrnj
微软拼音	wrpy
文如其人	wrqr
误入歧途	wrqt
惘然若失	wrru
为人师表	wrub
为人说项	wrux
万人之上	wrvu
无人知晓	wrvx
无人问津	wrwj
文人相轻	wrxq
污染源	wry
巍然屹立	wryl
误人子弟	wrzd
为人作嫁	wrzj
万死不辞	wsbc
纹丝不动	wsbd
无所不用其极	wsbj
无所不能	wsbn
畏缩不前	wsbq
无所不通	wsbt
无所不有	wsby
无所不在	wsbz
王孙公子	wsgz
外孙女	wsn
无所适从	wsuc
无所事事	wsuu
无所畏惧	wswj
为所欲为	wsyw
无所用心	wsyx
无所作为	wszw
乌托邦	wtb
万头攒动	wtcd
渥太华	wth
味同嚼蜡	wtjl
维他命	wtm
五体投地	wttd
卧榻之上	wtvu
文韬武略	wtwl
无碍	wuai
五十步笑百步	wubb
误报	wubc
无本	wubf
舞伴	wubj
无病	wubk
舞步	wubu
为时不晚	wubw
五彩	wucd
无错	wuco
无存	wucy
武打	wuda
武德	wude
万事大吉	wudj
污点	wudm
无多	wudo
舞动	wuds
无伤大雅	wudy
武斗	wudz
无二	wuer
无缝	wufg
无妨	wufh
武夫	wufu
诬告	wugc
无怪	wugk
无光	wugl
误国	wugo
乌龟	wugv
无核	wuhe
武行	wuhh
无货	wuho
乌黑	wuhw
无话	wuhx
午后	wuhz
五成	wuig
物产	wuij
误传	wuir
无重	wuis
万事俱备	wujb
无极	wuji
午觉	wujn
舞剧	wuju
无菌	wujy
无款	wukr
悟空	wuks
万世流芳	wulf
无量	wull
乌龙	wuls
无路	wulu
无虑	wulv
物类	wulw
无码	wuma
午门	wumf
舞迷	wumi
无眠	wumm
无脑	wunc
污泥	wuni
舞娘	wunl
舞女	wunv
误判	wupj
无凭	wupk
巫婆	wupo
物伤其类	wuql
务求	wuqq
无缺	wuqt
勿扰	wurc
物是人非	wurf
无日	wuri
万事如意	wury
武僧	wusg
武松	wuss
无他	wuta
物探	wutj
舞厅	wutk
无土	wutu
无头	wutz
乌纱	wuua
万世师表	wuub
无神	wuuf
误伤	wuuh
为时尚早	wuuz
无照	wuvc
五折	wuve
误诊	wuvf
无证	wuvg
污浊	wuvo
无助	wuvu
屋瓦	wuwa
屋外	wuwd
无闻	wuwf
五万	wuwj
万寿无疆	wuwj
无时无刻	wuwk
无味	wuww
无声无息	wuwx
无邪	wuxp
午休	wuxq
武学	wuxt
五旬	wuxy
乌鸦	wuya
五音	wuyb
勿要	wuyc
无恙	wuyh
握手言和	wuyh
屋檐	wuyj
无影	wuyk
勿施于人	wuyr
无语	wuyu
为时已晚	wuyw
巫山云雨	wuyy
芜杂	wuza
毋躁	wuzc
五脏	wuzh
无师自通	wuzt
无阻	wuzu
乌贼	wuzw
无障碍	wva
围追堵截	wvdj
无止境	wvj
无照经营	wvjy
未知数	wvu
文绉绉	wvv
瓮中捉鳖	wvvb
瓮中之鳖	wvvb
稳扎稳打	wvwd
文治武功	wvwg
完整无缺	wvwq
完整性	wvx
无助于	wvy
恶之欲其死	wvys
为之一振	wvyv
闻者足戒	wvzj
胃癌	wwai
未按	wwan
为伴	wwbj
胃病	wwbk
无往不利	wwbl
尾部	wwbu
危殆	wwdd
尾灯	wwdg
未定	wwdk
娓娓道来	wwdl
微雕	wwdn
唯独	wwdu
委顿	wwdy
唯我独尊	wwdz
无为而治	wwev
温文尔雅	wwey
微分	wwff
未付	wwfu
位高	wwgc
伟哥	wwge
为纲	wwgh
桅杆	wwgj
微光	wwgl
尾骨	wwgu
胃寒	wwhj
为患	wwhr
伪钞	wwic
围城	wwig
未尝	wwih
未见	wwjm
味觉	wwjt
畏惧	wwju
围魏救赵	wwjv
为佳	wwjx
伪军	wwjy
未开	wwkd
未可	wwke
违抗	wwkh
尾款	wwkr
违令	wwlk
未料	wwln
围拢	wwls
味蕾	wwlw
危楼	wwlz
伪冒	wwmc
威猛	wwmg
萎靡	wwmi
威名	wwmk
微末	wwmo
喂奶	wwnd
舞文弄墨	wwnm
歪歪扭扭	wwnn
唯唯诺诺	wwnn
违拗	wwnq
威迫	wwpo
委培	wwpw
畏怯	wwqp
完完全全	wwqq
围裙	wwqy
蔚然	wwrj
为荣	wwrs
为私	wwsi
胃酸	wwsr
未遂	wwsv
胃疼	wwtg
为题	wwti
微调	wwtn
偎贴	wwtp
胃痛	wwts
位图	wwtu
为啥	wwua
委身	wwuf
为上	wwuh
伪善	wwuj
文武双全	wwuq
尾数	wwuu
玩物丧志	wwuv
为谁	wwuw
望文生义	wwuy
围着	wwve
威震	wwvf
为政	wwvg
尾椎	wwvv
唯物主义	wwvy
无妄之灾	wwvz
望闻问切	wwwq
维系	wwxi
未向	wwxl
为兄	wwxs
为学	wwxt
为序	wwxu
歪歪斜斜	wwxx
危崖	wwya
位子	wwzi
围坐	wwzo
维族	wwzu
为最	wwzv
戊戌变法	wxbf
无需多说	wxdu
五星红旗	wxhq
卧薪尝胆	wxid
文学家	wxj
无隙可乘	wxki
唯心论	wxl
威胁利诱	wxly
五线谱	wxp
危险期	wxq
威信扫地	wxsd
无休止	wxv
唯心主义	wxvy
问心无愧	wxwk
无休无止	wxwv
危险性	wxx
无形资产	wxzi
无一不知	wybv
武艺高强	wygq
污言秽语	wyhy
望远镜	wyj
无一例外	wylw
乌云密布	wymb
维也纳	wyn
外圆内方	wynf
沃野千里	wyql
蜿蜒曲折	wyqv
无业人员	wyry
危言耸听	wyst
武夷山	wyu
闻一知二	wyve
无源之水	wyvu
无意之中	wyvv
毋庸置疑	wyvy
文言文	wyw
无以为报	wywb
无怨无悔	wywh
无冤无仇	wywi
无依无靠	wywk
无忧无虑	wywl
无影无踪	wywz
物以稀为贵	wyxg
婉言谢绝	wyxj
无一幸免	wyxm
无异于	wyy
无言以对	wyyd
望眼欲穿	wyyi
万有引力	wyyl
文以载道	wyzd
乌兹别克	wzbk
稳坐钓鱼船	wzdi
危在旦夕	wzdx
妄自菲薄	wzfb
望子成龙	wzil
五脏俱全	wzjq
五脏六腑	wzlf
外资企业	wzqy
文字游戏	wzyx
笑傲江湖	xajh
相安无事	xawu
心安	xban
新编	xbbm
信步	xbbu
新仓	xbch
新词	xbci
心胆	xbdj
新店	xbdm
喧宾夺主	xbdv
心法	xbfa
心烦	xbfj
心扉	xbfw
信不过	xbg
信鸽	xbge
心狠	xbhf
新行	xbhh
信函	xbhj
心慌	xbhl
新欢	xbhr
信汇	xbhv
心黑	xbhw
想不出	xbi
信差	xbid
心诚	xbig
新创	xbil
新出	xbiu
薪金	xbjb
新旧	xbjq
新家	xbjx
新科	xbke
心口	xbkz
辛辣	xbla
心冷	xblg
心凉	xbll
心乱	xblr
下不来台	xblt
心路	xblu
心律	xblv
新蕾	xblw
西伯利亚	xbly
新楼	xblz
心魔	xbmo
新派	xbpd
心脾	xbpi
心魄	xbpo
想不起来	xbql
心窍	xbqn
心切	xbqp
下笔千言	xbqy
小不忍则乱大谋	xbrm
心软	xbrr
心散	xbsj
心锁	xbso
新宋	xbss
心碎	xbsv
心田	xbtm
信徒	xbtu
