啊	a#序60000
$ddcmd(広,広[glg])	glgs#序4244
$ddcmd(鉱,鉱[glj])	gljs#序4243
$ddcmd(菓,菓[goc])	gocm#序4238
$ddcmd(過,過[goz])	gozk#序4226
$ddcmd(莞,莞[grc])	grce#序4223
$ddcmd(咲,咲[grk])	grkd#序4220
$ddcmd(缶,缶[fzf])	grrk#序4216
$ddcmd(鈷,鈷[guj])	gujk#序4194
$ddcmd(給,給[gws])	gwsk#序4167
$ddcmd(掛,掛[gxf])	gxfd#序4164
$ddcmd(劾,劾[hew])	hewl#序4106
$ddcmd(懐,懐[hkx])	hkxy#序4070
$ddcmd(穫,穫[hoh])	hohy#序4050
$ddcmd(獲,獲[hoq])	hoqy#序4046
$ddcmd(歓,歓[hrr])	hrrq#序4034
$ddcmd(還,還[hdzy])	hrzy#序4027
$ddcmd(紅,紅[hss])	hssg#序4017
$ddcmd(鵠,鵠[hun])	hunn#序4005
$ddcmd(醐,醐[huy])	huyo#序3999
$ddcmd(桧,桧[gvms])	hvms#序3990
$ddcmd(廻,廻[hvz])	hvzk#序3978
$ddcmd(黒,黒[hwh])	hwhh#序3976
$ddcmd(樺,樺[hxm])	hxma#序3969
$ddcmd(話,話[hxy])	hxyk#序3964
$ddcmd(瑳,瑳[iaw])	iawg#序3942
$ddcmd(車,車[iea])	ieaa#序3923
$ddcmd(徹,徹[iew])	iewr#序3917
$ddcmd(菖,菖[ihc])	ihco#序3888
$ddcmd(勅,勅[cia])	iial#序3878
$ddcmd(喫,喫[iik])	iikd#序3871
$ddcmd(禅,禅[ijp])	ijpa#序3853
$ddcmd(単,単[djxa])	ijxa#序3849
$ddcmd(釧,釧[irj])	irja#序3831
$ddcmd(伝,伝[irr])	irrs#序3826
$ddcmd(種,種[ish])	isha#序3819
$ddcmd(銃,銃[isj])	isje#序3818
$ddcmd(衝,衝[isr])	isrd#序3816
$ddcmd(憧,憧[isx])	isxa#序3814
$ddcmd(緊,緊[jbk])	jbks#序3764
$ddcmd(経,経[jks])	jkst#序3719
$ddcmd(見,見[jmo])	jmoe#序3689
$ddcmd(鮫,鮫[jna])	jnaf#序3679
$ddcmd(覚,覚[jnx])	jnxj#序3659
$ddcmd(節,節[jpv])	jpve#序3640
$ddcmd(鳩,鳩[jqn])	jqnj#序3633
$ddcmd(蕨,蕨[jtc])	jtcq#序3615
$ddcmd(覚,覚[jnx])	jtxj#序3606
$ddcmd(車,車[iea])	juaa#序3603
$ddcmd(裾,裾[jup])	jupk#序3591
$ddcmd(岬,岬[jxe])	jxea#序3580
$ddcmd(袈,袈[jxy])	jxyl#序3569
$ddcmd(迦,迦[jxz])	jxzl#序3568
$ddcmd(叡,叡[jya])	jyay#序3567
$ddcmd(軍,軍[jyb])	jybi#序3565
$ddcmd(尻,尻[kcu])	kcuj#序3548
$ddcmd(鎧,鎧[kdj])	kdjd#序3543
$ddcmd(珂,珂[kew])	kewk#序3527
$ddcmd(侃,侃[kjr])	kjrv#序3505
$ddcmd(況,況[kld])	klde#序3494
$ddcmd(拡,拡[klf])	klfs#序3493
$ddcmd(込,込[koz])	kozr#序3479
$ddcmd(寛,寛[krb])	krbj#序3477
$ddcmd(堀,堀[kut])	kute#序3463
$ddcmd(袴,袴[kxp])	kxpg#序3446
$ddcmd(誇,誇[kxy])	kxyg#序3444
$ddcmd(梱,梱[kym])	kymm#序3439
$ddcmd(燐,燐[lbh])	lbha#序3420
$ddcmd(臨,臨[lbk])	lbkk#序3418
$ddcmd(麟,麟[lbl])	lbla#序3417
$ddcmd(労,労[lcx])	lcxl#序3400
$ddcmd(瀬,瀬[ldd])	ldda#序3394
$ddcmd(楽,楽[lem])	lemd#序3388
$ddcmd(嵐,嵐[lje])	ljef#序3345
$ddcmd(綾,綾[lks])	lksw#序3321
$ddcmd(両,両[lla])	llak#序3317
$ddcmd(簾,簾[lmv])	lmvn#序3297
$ddcmd(連,連[lmz])	lmzi#序3293
$ddcmd(滝,滝[lsd])	lsdv#序3243
$ddcmd(録,録[luj])	lujd#序3222
$ddcmd(櫓,櫓[lum])	lumo#序3219
$ddcmd(鷺,鷺[lun])	lunz#序3218
$ddcmd(戻,戻[lihd])	lwhd#序3193
$ddcmd(論,論[lyy])	lyya#序3178
$ddcmd(馬,馬[maa])	maah#序3166
$ddcmd(買,買[mdb])	mdbs#序3138
$ddcmd(門,門[mfa])	mfaa#序3130
$ddcmd(糸,糸[mia])	miav#序3112
$ddcmd(祢,祢[mip])	mipx#序3103
$ddcmd(鰻,鰻[mja])	mjay#序3098
$ddcmd(冥,冥[mkb])	mkbb#序3086
$ddcmd(麺,麺[mmf])	mmfa#序3075
$ddcmd(無,無[mor])	morh#序3049
$ddcmd(滅,滅[mpd])	mpda#序3043
$ddcmd(魅,魅[mwg])	mwgn#序3023
$ddcmd(捺,捺[naf])	nafx#序3007
$ddcmd(雫,雫[nay])	nayd#序3000
$ddcmd(難,難[njc])	njcf#序2965
$ddcmd(楠,楠[njm])	njmu#序2964
$ddcmd(寧,寧[nkb])	nkbd#序2959
$ddcmd(嬢,嬢[nln])	nlny#序2952
$ddcmd(廿,廿[nma])	nmaa#序2950
$ddcmd(蔦,蔦[nnc])	nncn#序2942
$ddcmd(農,農[nsa])	nsan#序2917
$ddcmd(籾,籾[oom])	oomd#序2896
$ddcmd(皐,皐[oop])	oopi#序2895
$ddcmd(笹,笹[oov])	oovv#序2894
$ddcmd(杷,杷[pam])	pamv#序2883
$ddcmd(塀,塀[pbt])	pbtc#序2873
$ddcmd(砲,砲[pci])	pciv#序2868
$ddcmd(噴,噴[pfk])	pfkb#序2856
$ddcmd(枇,枇[pim])	pimv#序2832
$ddcmd(親,親[qbl])	qblj#序2751
$ddcmd(檎,檎[qbm])	qbmd#序2749
$ddcmd(葺,葺[qic])	qice#序2745
$ddcmd(憩,憩[qix])	qixp#序2727
$ddcmd(強,強[jlgi])	qlgi#序2707
$ddcmd(茜,茜[qmc])	qmcx#序2698
$ddcmd(牽,牽[qmw])	qmwn#序2685
$ddcmd(蕎,蕎[qnc])	qnck#序2679
$ddcmd(繰,繰[qns])	qnsm#序2670
$ddcmd(掲,掲[jpfv])	qpfv#序2661
$ddcmd(伽,伽[gar])	qprk#序2658
$ddcmd(鰍,鰍[qqa])	qqah#序2655
$ddcmd(萩,萩[qqc])	qqch#序2654
$ddcmd(勧,勧[qrr])	qrrl#序2638
$ddcmd(塙,塙[qtt])	qttk#序2624
$ddcmd(峠,峠[qxe])	qxed#序2608
$ddcmd(熱,熱[reh])	reht#序2596
$ddcmd(稔,稔[rfh])	rfhx#序2593
$ddcmd(穣,穣[rhh])	rhhy#序2578
$ddcmd(譲,譲[rhy])	rhyy#序2573
$ddcmd(譲,譲[rhy])	rjyy#序2567
$ddcmd(鰯,鰯[roa])	road#序2566
$ddcmd(軟,軟[rri])	rriq#序2560
$ddcmd(栄,栄[rsx])	rsxm#序2549
$ddcmd(潤,潤[ryd])	rydw#序2536
$ddcmd(薩,薩[sac])	sacf#序2530
$ddcmd(遡,遡[soz])	sozo#序2476
$ddcmd(隼,隼[syu])	syur#序2442
$ddcmd(孫,孫[syz])	syzs#序2440
$ddcmd(蒐,蒐[szc])	szcg#序2438
$ddcmd(沓,沓[dado])	tado#序2431
$ddcmd(凧,凧[tak])	tako#序2429
$ddcmd(騰,騰[tgo])	tgom#序2396
$ddcmd(鵜,鵜[tin])	tinb#序2377
$ddcmd(醍,醍[tiy])	tiyr#序2370
$ddcmd(歎,歎[tjc])	tjcq#序2367
$ddcmd(曇,曇[tjo])	tjos#序2360
$ddcmd(聴,聴[tke])	tkex#序2353
$ddcmd(町,町[dkt])	tktd#序2346
$ddcmd(畑,畑[tmh])	tmht#序2340
$ddcmd(託,託[toy])	toyv#序2319
$ddcmd(畳,畳[dpt])	tptq#序2314
$ddcmd(団,団[trk])	trkc#序2311
$ddcmd(彫,彫[tsk])	tskp#序2305
$ddcmd(兎,兎[tup])	tupd#序2288
$ddcmd(塗,塗[tut])	tutd#序2286
$ddcmd(粋,粋[cvmu])	tvmu#序2280
$ddcmd(頭,頭[tzd])	tzdb#序2270
$ddcmd(殺,殺[uax])	uaxy#序2254
$ddcmd(裟,裟[uay])	uayd#序2253
$ddcmd(筈,筈[uev])	uevk#序2231
$ddcmd(設,設[uey])	ueyy#序2227
$ddcmd(榊,榊[ufm])	ufma#序2222
$ddcmd(聖,聖[ugw])	ugwe#序2201
$ddcmd(単,単[djxa])	ujxa#序2151
$ddcmd(辿,辿[ujz])	ujze#序2149
$ddcmd(説,説[uoy])	uoye#序2134
$ddcmd(誰,誰[uvyf])	uwyf#序2104
$ddcmd(楯,楯[dym])	uymo#序2100
$ddcmd(順,順[uyp])	uypa#序2097
$ddcmd(綬,綬[uzs])	uzsy#序2089
$ddcmd(獣,獣[uzx])	uzxq#序2086
$ddcmd(砦,砦[vdv])	vdvu#序2057
$ddcmd(柘,柘[vem])	vemu#序2048
$ddcmd(朕,朕[vfo])	vfod#序2033
$ddcmd(禎,禎[vfp])	vfpb#序2032
$ddcmd(姪,姪[vin])	vint#序1983
$ddcmd(荘,荘[vlc])	vlcu#序1958
$ddcmd(衆,衆[vlx])	vlxn#序1952
$ddcmd(転,転[vri])	vris#序1934
$ddcmd(塚,塚[vst])	vstn#序1921
$ddcmd(這,這[vezy])	vwzy#序1891
$ddcmd(準,準[vyu])	vyuf#序1884
$ddcmd(呪,呪[vzk])	vzke#序1876
$ddcmd(週,週[vzz])	vzzk#序1868
$ddcmd(網,網[whs])	whsv#序1836
$ddcmd(椀,椀[wjm])	wjmv#序1825
$ddcmd(倭,倭[wor])	worn#序1809
$ddcmd(務,務[wus])	wusl#序1794
$ddcmd(馨,馨[xbu])	xbuo#序1765
$ddcmd(扱,扱[xif])	xifn#序1758
$ddcmd(係,係[jips])	xirx#序1747
$ddcmd(興,興[xkp])	xkpb#序1736
$ddcmd(倖,倖[xkr])	xkru#序1733
$ddcmd(響,響[xls])	xlso#序1718
$ddcmd(現,現[xmw])	xmwj#序1693
$ddcmd(鮭,鮭[gvat])	xpat#序1674
$ddcmd(葉,葉[xpc])	xpcm#序1672
$ddcmd(脅,脅[xpl])	xplo#序1663
$ddcmd(萱,萱[xrc])	xrca#序1642
$ddcmd(選,選[xrz])	xrzb#序1630
$ddcmd(粛,粛[suva])	xuva#序1602
$ddcmd(榎,榎[xxm])	xxmw#序1591
$ddcmd(薫,薫[xyc])	xych#序1586
$ddcmd(尋,尋[xye])	xyec#序1583
$ddcmd(巽,巽[xyv])	xyvb#序1575
$ddcmd(焼,焼[uche])	yche#序1540
$ddcmd(約,約[ycs])	ycsd#序1532
$ddcmd(尭,尭[ycu])	ycue#序1530
$ddcmd(肴,肴[ycx])	ycxo#序1526
$ddcmd(葉,葉[xpc])	yecm#序1521
$ddcmd(謁,謁[yey])	yeyv#序1511
$ddcmd(異,異[yit])	yitb#序1479
$ddcmd(厳,厳[yjx])	yjxw#序1453
$ddcmd(蛍,蛍[ykx])	ykxi#序1436
$ddcmd(円,円[yeaa])	yraa#序1433
$ddcmd(於,於[wufd])	yufd#序1391
$ddcmd(宥,宥[yzb])	yzbo#序1362
$ddcmd(柚,柚[yzm])	yzma#序1358
$ddcmd(紬,紬[yzs])	yzsa#序1354
$ddcmd(憂,憂[yzw])	yzwa#序1350
$ddcmd(遊,遊[yzz])	yzzf#序1347
$ddcmd(拶,拶[zaf])	zafd#序1346
$ddcmd(雑,雑[zaj])	zajf#序1345
$ddcmd(災,災[zdv])	zdvh#序1323
$ddcmd(諮,諮[zikd])	ziyk#序1292
$ddcmd(讃,讃[zjy])	zjyb#序1282
$ddcmd(酢,酢[cuya])	zoya#序1273
$ddcmd(惣,惣[zsx])	zsxn#序1264
$ddcmd(賊,賊[zwb])	zwbu#序1248
$ddcmd(鱒,鱒[zya])	zyac#序1247
$ddcmd(噂,噂[zyk])	zykc#序1246
$ddcmd(樽,樽[zym])	zymc#序1245
$ddcmd(諏,諏[zzy])	zzyy#序1239
$ddcmd(蔀,蔀[buc])	buce#序14920
$ddcmd(岱,岱[dde])	dder#序14869
$ddcmd(椴,椴[drm])	drmy#序14832
$ddcmd(艮,艮[gfv])	gfvn#序14764
$ddcmd(肱,肱[gso])	gsos#序14740
$ddcmd(卦,卦[gxt])	gxtd#序14729
$ddcmd(珪,珪[gxw])	gxwt#序14728
$ddcmd(叩,叩[kze])	kzek#序14484
$ddcmd(葎,葎[lvc])	lvca#序14418
$ddcmd(苧,苧[nkc])	nkcd#序14318
$ddcmd(庖,庖[pcg])	pcgv#序14292
$ddcmd(妾,妾[qpl])	qpln#序14217
$ddcmd(麹,麹[quf])	qufm#序14194
$ddcmd(袷,袷[qxp])	qxpk#序14183
$ddcmd(荏,荏[rfc])	rfcu#序14177
$ddcmd(嬬,嬬[run])	runa#序14160
$ddcmd(夙,夙[suj])	sujd#序14125
$ddcmd(菟,菟[tuc])	tucd#序14052
$ddcmd(鋲,鋲[bkj])	bkjb#序13750
$ddcmd(狛,狛[boq])	boqo#序13748
$ddcmd(塵,塵[ifl])	iflt#序13705
$ddcmd(廠,廠[ihi])	ihiw#序13704
$ddcmd(畷,畷[iot])	ioty#序13701
$ddcmd(罫,罫[kws])	kwsd#序13681
$ddcmd(釦,釦[kzj])	kzjk#序13678
$ddcmd(婁,婁[lza])	lzan#序13658
$ddcmd(謬,謬[mqy])	mqyp#序13643
$ddcmd(鉾,鉾[mzj])	mzjn#序13641
$ddcmd(靭,靭[rfg])	rfgd#序13605
$ddcmd(鯵,鯵[sja])	sjap#序13603
$ddcmd(單,單[djka])	ujka#序13578
$ddcmd(晝,晝[vzv])	vzva#序13560
$ddcmd(噺,噺[xbk])	xbkj#序13555
$ddcmd(兇,兇[xsx])	xsxe#序13549
$ddcmd(拗,拗[aof])	aofl#序4966
$ddcmd(栞,栞[bfm])	bfma#序4904
$ddcmd(姅,姅[bjn])	bjna#序4856
$ddcmd(抦,抦[bkf])	bkfr#序4846
$ddcmd(揹,揹[bwf])	bwfo#序4789
$ddcmd(踎,踎[bwz])	bwzk#序4775
$ddcmd(嘈,嘈[cck])	ccko#序4769
$ddcmd(邨,邨[cyu])	cyua#序4680
$ddcmd(氹,氹[dhd])	dhdg#序4627
$ddcmd(儅,儅[dhr])	dhrt#序4622
$ddcmd(啲,啲[dik])	dikd#序4610
$ddcmd(啖,啖[djk])	djkh#序4589
$ddcmd(揼,揼[djfd])	dyfd#序4476
$ddcmd(哣,哣[dzk])	dzka#序4460
$ddcmd(枓,枓[dzm])	dzmu#序4459
$ddcmd(脰,脰[dzo])	dzoa#序4458
$ddcmd(呃,呃[eek])	eekv#序4447
$ddcmd(瞓,瞓[ffo])	ffoa#序4415
$ddcmd(屝,屝[fwu])	fwua#序4333
$ddcmd(猓,猓[goq])	goqm#序4230
$ddcmd(啩,啩[gxk])	gxkd#序4162
$ddcmd(搆,搆[gzf])	gzfa#序4152
$ddcmd(噏,噏[hak])	haky#序4141
$ddcmd(皓,皓[hcb])	hcbk#序4140
$ddcmd(昊,昊[hco])	hcod#序4132
$ddcmd(暍,暍[heo])	heov#序4113
$ddcmd(㷫,㷫[hkh])	hkhh#序4075
$ddcmd(擭,擭[hof])	hofy#序4053
$ddcmd(彗,彗[hve])	hvef#序3996
$ddcmd(閪,閪[hwm])	hwmx#序3974
$ddcmd(睺,睺[hzo])	hzou#序3954
$ddcmd(唓,唓[iek])	ieki#序3920
$ddcmd(毚,毚[ijd])	ijdd#序3860
$ddcmd(啜,啜[ikk])	ikky#序3846
$ddcmd(啜,啜[ikk])	ioky#序3837
$ddcmd(囝,囝[jmk])	jmkz#序3692
$ddcmd(勦,勦[icvl])	jnvl#序3662
$ddcmd(赳,赳[jqz])	jqza#序3627
$ddcmd(㗎,㗎[gakm])	jxkm#序3576
$ddcmd(冚,冚[kjb])	kjbe#序3509
$ddcmd(啹,啹[kok])	kokk#序3481
$ddcmd(梡,梡[krm])	krme#序3475
$ddcmd(嘞,嘞[lek])	lekl#序3389
$ddcmd(冧,冧[lf])	lfbm#序3384
$ddcmd(唥,唥[lhk])	lhks#序3376
$ddcmd(脷,脷[lio])	liod#序3358
$ddcmd(暸,暸[lno])	lnox#序3283
$ddcmd(嘞,嘞[lek])	lwkl#序3191
$ddcmd(掹,掹[mgf])	mgfm#序3122
$ddcmd(杧,杧[mhm])	mhmw#序3115
$ddcmd(咪,咪[mik])	mikm#序3105
$ddcmd(屘,屘[miu])	miuz#序3102
$ddcmd(唔,唔[mkk])	mkk#序3083
$ddcmd(咩,咩[mpk])	mpky#序3040
$ddcmd(沬,沬[mwd])	mwdn#序3025
$ddcmd(眸,眸[mzo])	mzon#序3011
$ddcmd(乸,乸[nax])	naxd#序3001
$ddcmd(啱,啱[ngk])	ngku#序2979
$ddcmd(惗,惗[npx])	npxx#序2924
$ddcmd(徬,徬[phr])	phrf#序2840
$ddcmd(珀,珀[pow])	powb#序2784
$ddcmd(珮,珮[pww])	pwwj#序2762
$ddcmd(哣,哣[dzk])	pzka#序2758
$ddcmd(麒,麒[qil])	qilb#序2738
$ddcmd(梂,梂[qqm])	qqmd#序2649
$ddcmd(踡,踡[qrz])	qrzv#序2635
$ddcmd(穹,穹[qsb])	qsbg#序2634
$ddcmd(鶸,鶸[ron])	rong#序2563
$ddcmd(卅,卅[saa])	saaa#序2531
$ddcmd(嘥,嘥[sdk])	sdkr#序2517
$ddcmd(凇,凇[ssd])	ssds#序2471
$ddcmd(裇,裇[svp])	svpx#序2449
$ddcmd(牠,牠[tan])	tanx#序2427
$ddcmd(唞,唞[dzku])	tcku#序2416
$ddcmd(軚,軚[tdi])	tdid#序2407
$ddcmd(氹,氹[dhd])	tfdg#序2400
$ddcmd(籐,籐[tgv])	tgvd#序2395
$ddcmd(俤,俤[tir])	tirp#序2374
$ddcmd(迆,迆[toz])	tozx#序2318
$ddcmd(笙,笙[ugv])	ugvf#序2202
$ddcmd(塽,塽[ult])	ultx#序2142
$ddcmd(揸,揸[vaf])	vafa#序2084
$ddcmd(櫂,櫂[vcm])	vcmf#序2069
$ddcmd(喆,喆[veu])	veuk#序2045
$ddcmd(䟴,䟴[vfz])	vfzy#序2023
$ddcmd(揾,揾[wff])	wffm#序1855
$ddcmd(塭,塭[wft])	wftm#序1848
$ddcmd(啣,啣[xmk])	xmke#序1703
$ddcmd(傚,傚[xnr])	xnrw#序1682
$ddcmd(勗,勗[xuo])	xuol#序1607
$ddcmd(煆,煆[xxh])	xxhy#序1594
$ddcmd(瞓,瞓[ffo])	xyoa#序1578
$ddcmd(榣,榣[ycm])	ycmf#序1537
$ddcmd(晏,晏[yjo])	yjon#序1460
$ddcmd(恣,恣[zix])	zixd#序1293
$ddcmd(偺,偺[zjr])	zjro#序1284
$ddcmd(咗,咗[zok])	zokg#序1279
$ddcmd(镖,镖[bnj])	bnjx#序15000
$ddcmd(嗯,嗯[enk])	enkx#序14999
$ddcmd(愣,愣[lgx])	lgxf#序14998
$ddcmd(喃,喃[njk])	njku#序14997
$ddcmd(嗯,嗯[enk])	ogkx#序14996
$ddcmd(倩,倩[qmr])	qmro#序14995
$ddcmd(婷,婷[tkn])	tknd#序14994
$ddcmd(薇,薇[wwc])	wwcw#序14993
$ddcmd(吖,吖[aak])	aaka#序14991
$ddcmd(腌,腌[aao])	aaov#序14990
$ddcmd(黯,黯[anh])	anho#序14986
$ddcmd(嗷,嗷[aok])	aokw#序14981
$ddcmd(鏖,鏖[aol])	aolj#序14980
$ddcmd(遨,遨[aoz])	aozf#序14976
$ddcmd(灞,灞[bad])	bado#序14974
$ddcmd(岜,岜[bae])	baev#序14973
$ddcmd(豳,豳[bbe])	bbea#序14967
$ddcmd(褓,褓[bcp])	bcpm#序14961
$ddcmd(犇,犇[bfn])	bfnn#序14957
$ddcmd(倴,倴[bfr])	bfrc#序14956
$ddcmd(畚,畚[bfs])	bfst#序14955
$ddcmd(嘣,嘣[bgk])	bgko#序14953
$ddcmd(婢,婢[bin])	binu#序14946
$ddcmd(襞,襞[biy])	biyu#序14944
$ddcmd(蝙,蝙[bmi])	bmic#序14937
$ddcmd(匾,匾[bmk])	bmkc#序14936
$ddcmd(褊,褊[bmp])	bmpc#序14934
$ddcmd(婊,婊[bnn])	bnny#序14928
$ddcmd(蓓,蓓[bwc])	bwck#序14915
$ddcmd(邶,邶[bwe])	bwea#序14914
$ddcmd(鞴,鞴[bwg])	bwga#序14913
$ddcmd(涔,涔[cfd])	cfdv#序14909
$ddcmd(岑,岑[cfe])	cfev#序14908
$ddcmd(伧,伧[cfr])	cfrv#序14907
$ddcmd(璨,璨[cjw])	cjwm#序14901
$ddcmd(厝,厝[coi])	coio#序14897
$ddcmd(蹉,蹉[coz])	cozg#序14895
$ddcmd(爨,爨[crp])	crph#序14893
$ddcmd(淙,淙[csd])	csdx#序14891
$ddcmd(蹙,蹙[cug])	cugz#序14886
$ddcmd(萃,萃[cvc])	cvcu#序14884
$ddcmd(璀,璀[cvw])	cvwf#序14882
$ddcmd(悴,悴[cvx])	cvxu#序14881
$ddcmd(皴,皴[cys])	cysp#序14880
$ddcmd(忖,忖[cyx])	cyxc#序14879
$ddcmd(褡,褡[dap])	dapk#序14873
$ddcmd(叨,叨[dck])	dckd#序14871
$ddcmd(棣,棣[ddm])	ddmn#序14868
$ddcmd(玳,玳[ddw])	ddwd#序14866
$ddcmd(噔,噔[dgk])	dgkd#序14863
$ddcmd(磴,磴[dgu])	dgud#序14862
$ddcmd(憕,憕[dgx])	dgxa#序14861
$ddcmd(凼,凼[dhk])	dhkd#序14860
$ddcmd(柢,柢[dim])	dimd#序14855
$ddcmd(氐,氐[dip])	dipd#序14854
$ddcmd(仃,仃[dkr])	dkrd#序14848
$ddcmd(玷,玷[dmw])	dmwk#序14844
$ddcmd(佚,佚[dpr])	dprn#序14836
$ddcmd(耑,耑[dre])	drea#序14834
$ddcmd(煅,煅[drh])	drhy#序14833
$ddcmd(蠹,蠹[dua])	duai#序14826
$ddcmd(嘟,嘟[duk])	duke#序14824
$ddcmd(盹,盹[dyo])	dyov#序14822
$ddcmd(砘,砘[dyu])	dyuv#序14821
$ddcmd(蔸,蔸[dzc])	dzce#序14820
$ddcmd(蚪,蚪[dzi])	dziu#序14819
$ddcmd(篼,篼[dzv])	dzve#序14817
$ddcmd(腭,腭[eeo])	eeog#序14814
$ddcmd(噩,噩[eew])	eewk#序14813
$ddcmd(蒽,蒽[enc])	encx#序14811
$ddcmd(垡,垡[fat])	fatr#序14804
$ddcmd(砝,砝[fau])	faus#序14803
$ddcmd(砜,砜[fgu])	fguf#序14797
$ddcmd(枋,枋[fhm])	fhmf#序14793
$ddcmd(舫,舫[fhv])	fhvf#序14792
$ddcmd(梵,梵[fjm])	fjmd#序14791
$ddcmd(墦,墦[fjt])	fjtt#序14790
$ddcmd(戛,戛[gaa])	gaag#序14782
$ddcmd(尜,尜[gax])	gaxx#序14780
$ddcmd(杲,杲[gco])	gcom#序14778
$ddcmd(睾,睾[gcp])	gcpu#序14777
$ddcmd(丐,丐[gda])	gdag#序14776
$ddcmd(垓,垓[gdt])	gdtr#序14772
$ddcmd(骼,骼[geg])	gegk#序14771
$ddcmd(哽,哽[ggk])	ggkn#序14762
$ddcmd(疳,疳[gjb])	gjbc#序14757
$ddcmd(擀,擀[gjf])	gjfu#序14755
$ddcmd(尴,尴[gjj])	gjjm#序14754
$ddcmd(坩,坩[gjt])	gjtc#序14753
$ddcmd(咣,咣[glk])	glke#序14750
$ddcmd(胱,胱[glo])	gloe#序14748
$ddcmd(蚣,蚣[gsi])	gsis#序14743
$ddcmd(罟,罟[gus])	gusk#序14737
$ddcmd(佝,佝[gzr])	gzrk#序14723
$ddcmd(遘,遘[gzz])	gzza#序14719
$ddcmd(侴,侴[hcr])	hcrd#序14716
$ddcmd(翮,翮[hea])	heay#序14712
$ddcmd(郃,郃[hee])	heer#序14711
$ddcmd(蚶,蚶[hji])	hjic#序14702
$ddcmd(鼾,鼾[hjp])	hjpu#序14700
$ddcmd(垾,垾[hjt])	hjtu#序14698
$ddcmd(踝,踝[hkz])	hkzn#序14697
$ddcmd(隍,隍[hle])	hlew#序14695
$ddcmd(徨,徨[hlr])	hlrw#序14692
$ddcmd(璜,璜[hlw])	hlwb#序14691
$ddcmd(遑,遑[hlz])	hlzb#序14690
$ddcmd(耠,耠[hol])	holk#序14686
$ddcmd(黉,黉[hsx])	hsxb#序14678
$ddcmd(斛,斛[huj])	huju#序14676
$ddcmd(虺,虺[hva])	hvai#序14672
$ddcmd(茴,茴[hvc])	hvck#序14671
$ddcmd(骺,骺[hzg])	hzgk#序14665
$ddcmd(糇,糇[hzm])	hzmu#序14664
$ddcmd(堠,堠[hzt])	hztu#序14663
$ddcmd(篌,篌[hzv])	hzvu#序14662
$ddcmd(鲎,鲎[hzx])	hzxa#序14661
$ddcmd(逅,逅[hzz])	hzzp#序14660
$ddcmd(嵖,嵖[iae])	iaea#序14659
$ddcmd(姹,姹[ian])	ianq#序14657
$ddcmd(猹,猹[iaq])	iaqa#序14655
$ddcmd(晁,晁[ico])	icod#序14649
$ddcmd(坼,坼[iet])	ietd#序14644
$ddcmd(宸,宸[ifb])	ifbn#序14643
$ddcmd(琛,琛[ifw])	ifwm#序14640
$ddcmd(嫦,嫦[ihn])	ihnj#序14633
$ddcmd(啻,啻[iil])	iilk#序14630
$ddcmd(敕,敕[iiw])	iiwa#序14628
$ddcmd(巉,巉[ije])	ijev#序14624
$ddcmd(儳,儳[ijr])	ijrd#序14620
$ddcmd(踹,踹[ikz])	ikza#序14617
$ddcmd(舂,舂[isf])	isfa#序14609
$ddcmd(怵,怵[iux])	iuxd#序14605
$ddcmd(陲,陲[ive])	ivea#序14604
$ddcmd(瑾,瑾[jbw])	jbwa#序14593
$ddcmd(麂,麂[jil])	jilj#序14591
$ddcmd(阱,阱[jke])	jkea#序14589
$ddcmd(犟,犟[jln])	jlng#序14585
$ddcmd(跤,跤[jnz])	jnzf#序14581
$ddcmd(啾,啾[jqk])	jqkh#序14574
$ddcmd(桕,桕[jqm])	jqma#序14573
$ddcmd(涓,涓[jrd])	jrdo#序14571
$ddcmd(迥,迥[jsz])	jszk#序14561
$ddcmd(崛,崛[jte])	jtek#序14560
$ddcmd(厥,厥[jti])	jtiq#序14558
$ddcmd(獗,獗[jtq])	jtqq#序14554
$ddcmd(蹶,蹶[jtz])	jtzq#序14551
$ddcmd(瞿,瞿[juo])	juof#序14549
$ddcmd(胛,胛[jxo])	jxoa#序14544
$ddcmd(胩,胩[kao])	kaod#序14537
$ddcmd(犒,犒[kcn])	kcnk#序14535
$ddcmd(蒈,蒈[kdc])	kdcb#序14534
$ddcmd(髁,髁[keg])	kegn#序14532
$ddcmd(瞌,瞌[keo])	keom#序14530
$ddcmd(珢,珢[kfw])	kfwy#序14526
$ddcmd(伉,伉[khr])	khrj#序14524
$ddcmd(崁,崁[kje])	kjeq#序14522
$ddcmd(瞰,瞰[kjo])	kjow#序14521
$ddcmd(蛞,蛞[koi])	koik#序14514
$ddcmd(崆,崆[kse])	kseg#序14513
$ddcmd(倥,倥[ksr])	ksrg#序14512
$ddcmd(揆,揆[kvf])	kvfd#序14503
$ddcmd(蝰,蝰[kvi])	kvit#序14502
$ddcmd(睽,睽[kvo])	kvod#序14500
$ddcmd(夔,夔[kvq])	kvqw#序14499
$ddcmd(逵,逵[kvz])	kvzt#序14498
$ddcmd(焜,焜[kyh])	kyhv#序14492
$ddcmd(婫,婫[hynv])	kynv#序14491
$ddcmd(琨,琨[kyw])	kywv#序14488
$ddcmd(醌,醌[kyy])	kyyv#序14486
$ddcmd(剌,剌[lad])	lada#序14481
$ddcmd(邋,邋[laz])	lazv#序14479
$ddcmd(塄,塄[lgt])	lgtf#序14466
