的	dik
積極性	zik gik sing
積水	zik seoi
積漸	zik zim
積澱	zik din
積物	zik mat
積疊	zik dip
積石山保安族東鄉族撒拉族自治縣	zik sek saan bou on zuk dung hoeng zuk saat laai zuk zi zi jyun
積祖	zik zou
積穀防飢	zik guk fong gei
積穀防饑	zik guk fong gei
積積埋埋	zik zik maai maai
積累	zik leoi
積累性	zik leoi sing
積累毒性	zik leoi duk sing
積習	zik zaap
積習成俗	zik zaap sing zuk
積習難改	zik zaap naan goi
積聚	zik zeoi
積肥	zik fei
積草屯糧	zik cou tyun loeng
積蓄	zik cuk
積薪厝火	zik san cou fo
積貯	zik cyu
積賊	zik caak
積重難返	zik cung naan faan
積金累玉	zik gam leoi juk
積陰功	zik jam gung
積雨雲	zik jyu wan
積雪	zik syut
積雪場	zik syut coeng
積雲	zik wan
積非成是	zik fei sing si
積食	zik sik
積鬱	zik wat
穎上縣	wing soeng jyun
穎悟	wing ng
穎果	wing gwo
穎異	wing ji
穗城	seoi sing
穗飾	seoi sik
穗鵖	seoi gip
穗鹽路	seoi jim lou
穢語	wai jyu
穩中求進	wan zung kau zeon
穩便	wan bin
穩健	wan gin
穩勝	wan sing
穩厚	wan hau
穩固	wan gu
穩坐釣魚臺	wan zo diu jyu toi
穩壓	wan aat
穩如泰山	wan jyu taai saan
穩如鐵塔	wan jyu tit taap
穩妥	wan to
穩婆	wan po
穩定	wan ding
穩定塘	wan ding tong
穩定度	wan ding dou
穩定性	wan ding sing
穩定物價	wan ding mat gaa
穩實	wan sat
穩恆	wan hang
穩恆態	wan hang taai
穩態	wan taai
穩態理論	wan taai lei leon
穩扎穩打	wan zaat wan daa
穩打穩紮	wan daa wan zaat
穩拿	wan naa
穩操勝券	wan cou sing hyun
穩步	wan bou
穩步不前	wan bou bat cin
穩獲	wan wok
穩當	wan dong
穩練	wan lin
穩貼	wan tip
穩重	wan zung
穩陣	wan zan
穩靜	wan zing
穫刑	wok jing
穫獎者	wok zoeng ze
穴位	jyut wai
穴居	jyut geoi
穴居人	jyut geoi jan
穴播	jyut bo
穴脈	jyut mak
穴道	jyut dou
穴頭	jyut tau
穴鳥	jyut niu
究其根源	gau kei gan jyun
究竟	gau ging
究辦	gau baan
穹丘	kung jau
穹廬	kung lou
穹形	kung jing
穹窿	kung lung
穹肋	kung lak
穹蒼	kung cong
穹隆	kung lung
穹頂	kung deng
空䆲䆡	hung kwaang long
空中	hung zung
空中交通管制	hung zung gaau tung gun zai
空中交通管制員	hung zung gaau tung gun zai jyun
空中客車	hung zung haak ce
空中小姐	hung zung siu ze
空中少爺	hung zung siu je
空中巴士	hung zung baa si
空中服務員	hung zung fuk mou jyun
空中格鬥	hung zung gaak dau
空中樓閣	hung zung lau gok
空中砲艦	hung zung paau laam
空中花園	hung zung faa jyun
空中飄浮	hung zung piu fau
空中飛人	hung zung fei jan
空乘	hung sing
空位	hung wai
空兒	hung ji
空前	hung cin
空前絕後	hung cin zyut hau
空匱	hung gwai
空口	hung hau
空口無憑	hung hau mou pang
空口白話	hung hau baak waa
空口說白話	hung hau syut baak waa
空口講白話	hung hau gong baak waa
空名	hung ming
空喊	hung haam
空地	hung dei
空地導彈	hung dei dou daan
空城計	hung sing gai
空姐	hung ze
空嫂	hung sou
空子	hung zi
空客公司	hung haak gung si
空室清野	hung sat cing je
空寥寥	hung liu liu
空對地	hung deoi dei
空對空導彈	hung deoi hung dou daan
空巢	hung caau
空幻	hung waan
空心	hung sam
空心兒	hung sam ji
空心大老官	hung sam daai lou gun
空心牆	hung sam coeng
空心老倌	hung sam lou gun
空心老大	hung sam lou daai
空心菜	hung sam coi
空心蘿蔔	hung sam lo baak
空心麵	hung sam min
空怒	hung nou
空性	hung sing
空想	hung soeng
空想社會主義	hung soeng se wui zyu ji
空戰	hung zin
空房間	hung fong gaan
空手	hung sau
空手掉空臂	hung sau diu hung bei
空手而歸	hung sau ji gwai
空手道	hung sau dou
空投	hung tau
空擋	hung dong
空日	hung jat
空暇	hung haa
空曠	hung kwong
空格	hung gaak
空格鍵	hung gaak gin
空框框	hung kwaang kwaang
空檔	hung dong
空殼公司	hung hok gung si
空氣	hung hei
空氣劑量	hung hei zai loeng
空氣動力	hung hei dung lik
空氣動力學	hung hei dung lik hok
空氣取樣	hung hei ceoi joeng
空氣取樣器	hung hei ceoi joeng hei
空氣污染	hung hei wu jim
空氣流	hung hei lau
空氣流通	hung hei lau tung
空氣淨化器	hung hei zing faa hei
空氣清新機	hung hei cing san gei
空氣緩衝間	hung hei wun cung gaan
空氣調節	hung hei tiu zit
空氣阻力	hung hei zo lik
空泛	hung faan
空洞	hung dung
空洞無物	hung dung mou mat
空無一人	hung mou jat jan
空無所有	hung mou so jau
空當	hung dong
空疏	hung so
空白	hung baak
空白點	hung baak dim
空穴	hung jyut
空穴來風	hung jyut loi fung
空穴來風未必無因	hung jyut loi fung mei bit mou jan
空空	hung hung
空空如也	hung hung jyu jaa
空空導彈	hung hung dou daan
空空洞洞	hung hung dung dung
空空盪盪	hung hung dong dong
空空蕩蕩	hung hung dong dong
空竹	hung zuk
空籠	hung lung
空缺	hung kyut
空置	hung zi
空翻	hung faan
空肚	hung tou
空腔	hung hong
空腸	hung coeng
空腹	hung fuk
空腹高心	hung fuk gou sam
空落落	hung lok lok
空著手	hung zoek sau
空蕩蕩	hung dong dong
空虛	hung heoi
空襲	hung zaap
空話	hung waa
空話連篇	hung waa lin pin
空調	hung tiu
空調車	hung tiu ce
空談	hung taam
空谷足音	hung guk zuk jam
空跑一趟	hung paau jat tong
空身	hung san
空身伶俐	hung san ling lei
空軍	hung gwan
空軍一號	hung gwan jat hou
空軍司令	hung gwan si ling
空軍基地	hung gwan gei dei
空運	hung wan
空運費	hung wan fai
空郵	hung jau
空閒	hung haan
空間	hung gaan
空間局	hung gaan guk
空間探測	hung gaan taam caak
空間站	hung gaan zaam
空闃	hung gwik
空防	hung fong
空降	hung gong
空降兵	hung gong bing
空隙	hung kwik
空集	hung zaap
空難	hung naan
空頭	hung tau
空頭支票	hung tau zi piu
空頭白契	hung tau baak kai
空額	hung ngaak
空餘	hung jyu
穿一條褲子	cyun jat tiu fu zi
穿上	cyun soeng
穿刺	cyun ci
穿反	cyun faan
穿回	cyun wui
穿孔	cyun hung
穿孔機	cyun hung gei
穿小鞋	cyun siu haai
穿山甲	cyun saan gaap
穿崩	cyun bang
穿帶	cyun daai
穿幫	cyun bong
穿心邊	cyun sam bin
穿戴	cyun daai
穿插	cyun caap
穿梭	cyun so
穿梭機	cyun so gei
穿櫃桶底	cyun gwai tung dai
穿洞	cyun dung
穿煲	cyun bou
穿窿	cyun lung
穿著	cyun zoek
穿著打扮	cyun zoek daa baan
穿著講究	cyun zoek gong gau
穿行	cyun hang
穿衣	cyun ji
穿越	cyun jyut
穿越時空	cyun jyut si hung
穿透	cyun tau
穿透輻射	cyun tau fuk se
穿過	cyun gwo
穿金戴銀	cyun gam daai ngan
穿針引線	cyun zam jan sin
穿針走線	cyun zam zau sin
穿鑿	cyun zok
穿鑿附會	cyun zok fu wui
穿馬路	cyun maa lou
穿鼻	cyun bei
窀穸	zeon zik
突兀	dat ngat
突出	dat ceot
突厥	dat kyut
突厥斯坦	dat kyut si taan
突圍	dat wai
突如其來	dat jyu kei loi
突尼斯	dat nei si
突尼斯市	dat nei si si
突尼西亞	dat nei sai aa
突擊	dat gik
突擊檢查	dat gik gim caa
突擊步槍	dat gik bou coeng
突擊隊	dat gik deoi
突擊隊員	dat gik deoi jyun
突泉縣	dat cyun jyun
突然	dat jin
突然之間	dat jin zi gaan
突然間	dat jin gaan
突發	dat faat
突發事件	dat faat si gin
突發奇想	dat faat kei soeng
突破	dat po
突破點	dat po dim
突突	dat dat
突襲	dat zaap
突觸	dat zuk
突觸後	dat zuk hau
突變	dat bin
突變株	dat bin zyu
突變理論	dat bin lei leon
突起	dat hei
突起部	dat hei bou
突顯	dat hin
突飛猛進	dat fei maang zeon
窄巷	zaak hong
窄搣搣	zaak mit mit
窄狹	zaak haap
窄硤硤	zaak gip gip
窄縫	zaak fung
窅然	jiu jin
窈冥	miu ming
窈窈	miu miu
窈窕	miu tiu
窈靄	miu oi
窒人	zat jan
窒口窒舌	zat hau zat sit
窒息	zat sik
窒息性毒劑	zat sik sing duk zai
窒手	zat sau
窒腳	zat goek
窒頭窒勢	zat tau zat sai
窕邃	tiu seoi
窗友	coeng jau
窗口	coeng hau
窗口位	coeng hau wai
窗子	coeng zi
窗帷	coeng wai
窗幔	coeng maan
窗戶	coeng wu
窗戶欞	coeng wu ling
窗扇	coeng sin
窗明几淨	coeng ming gei zing
窗枝	coeng zi
窗框	coeng kwaang
窗欞	coeng ling
窗欞子	coeng ling zi
窗玻璃	coeng bo lei
窗簾	coeng lim
窗紗	coeng saa
窗臺	coeng toi
窗花	coeng faa
窗鈎	coeng ngau
窗鉤	coeng ngau
窗門	coeng mun
窗飾	coeng sik
窗體	coeng tai
窘匱	kwan gwai
窘境	kwan ging
窘態	kwan taai
窘況	kwan fong
窘迫	kwan bik
窟窿	fat lung
窟臀	fat tyun
窠臼	wo kau
窨井	jam zeng
窩主	wo zyu
窩咑	wo daak
窩囊	wo nong
窩囊廢	wo nong fai
窩囊氣	wo nong hei
窩夫	wo fu
窩子	wo zi
窩巢	wo caau
窩工	wo gung
窩心	wo sam
窩打老道	wo daa lou dou
窩棚	wo paang
窩窩頭	wo wo tau
窩脖兒	wo but ji
窩膿包	wo nung baau
窩藏	wo cong
窩裡反	wo leoi faan
窩裡橫	wo leoi waang
窩裡鬥	wo leoi dau
窩貼	wo tip
窩輪	wo leon
窩釘	wo deng
窩闊臺	wo fut toi
窩闊臺汗	wo fut toi hon
窪地	waa dei
窮二代	kung ji doi
窮人	kung jan
窮光蛋	kung gwong daan
窮兵黷武	kung bing duk mou
窮到燶	kung dou nung
窮則思變	kung zak si bin
窮匱	kung gwai
窮困	kung kwan
窮國	kung gwok
窮在鬧市無人問富在深山有遠親	kung zoi naau si mou jan man fu zoi sam saan jau jyun can
窮奢極侈	kung ce gik ci
窮奢極欲	kung ce gik juk
窮家薄業	kung gaa bok jip
窮寇	kung kau
窮山惡水	kung saan ok seoi
窮巷	kung hong
窮忙族	kung mong zuk
窮愁	kung sau
窮愁潦倒	kung sau lou dou
窮於應付	kung jyu jing fu
窮棒子	kung paang zi
窮當益堅	kung dong jik gin
窮盡	kung zeon
窮竭	kung kit
窮竭法	kung kit faat
窮結	kung git
窮結縣	kung git jyun
窮苦	kung fu
窮蹙	kung cuk
窮追	kung zeoi
窮途末路	kung tou mut lou
窮鄉僻壤	kung hoeng pik joeng
窮酸相	kung syun soeng
窮餓	kung ngo
窮鼠嚙狸	kung syu jit lei
窯場	jiu coeng
窯姐	jiu ze
窯姐兒	jiu ze ji
窯子	jiu zi
窯洞	jiu dung
窳敗	jyu baai
窸窣	sik seot
窺伺	kwai zi
窺探	kwai taam
窺望	kwai mong
窺測	kwai cak
窺知	kwai zi
窺見	kwai gin
窺視	kwai si
窺豹	kwai paau
窺豹一斑	kwai paau jat baan
窿窿罅罅	lung lung laa laa
窿罅	lung laa
窿路	lung lou
竄升	cyun sing
竄擾	cyun jiu
竄改	cyun goi
竄犯	cyun faan
竄紅	cyun hung
竄踞	cyun geoi
竄逃	cyun tou
竅門	hiu mun
竅門兒	hiu mun ji
竇口	dau hau
竇唯	dau wai
竇娥冤	dau ngo jyun
竇窖	dau gaau
竇道	dau dou
竊取	sit ceoi
竊喜	sit hei
竊國	sit gwok
竊國者侯竊鉤者誅	sit gwok ze hau sit ngau ze zyu
竊嫌	sit jim
竊據	sit geoi
竊案	sit on
竊權	sit kyun
竊盜	sit dou
竊竊	sit sit
竊竊私語	sit sit si jyu
竊笑	sit siu
竊聽	sit ting
竊聽器	sit ting hei
竊蛋龍	sit daan lung
竊蠹甲	sit dou gaap
竊賊	sit caak
竊鉤者誅竊國者侯	sit ngau ze zyu sit gwok ze hau
立下	laap haa
立亂	lap lyun
立交	laap gaau
立交橋	laap gaau kiu
立例	laap lai
立傳	laap zyun
立像	laap zoeng
立克次體	laap hak ci tai
立冬	laap dung
立刀旁	laap dou pong
立刻	laap hak
立功	laap gung
立功贖罪	laap gung suk zeoi
立即	laap zik
立可白	laap ho baak
立品	laap ban
立國	laap gwok
立地	laap dei
立地成佛	laap dei sing fat
立場	laap coeng
立夏	laap haa
立委	laap wai
立委選舉	laap wai syun geoi
立威	laap wai
立定	laap ding
立定心水	laap ding sam seoi
立定跳遠	laap ding tiu jyun
立實心腸	laap sat sam coeng
立山區	laap saan keoi
立山小種	laap saan siu zung
立心	laap sam
立心不良	laap sam bat loeng
立志	laap zi
立意	laap ji
立憲	laap hin
立方	lap fong
立方公尺	laap fong gung cek
立方厘米	laap fong lei mai
立方根	laap fong gan
立方米	laap fong mai
立方體	laap fong tai
立於不敗之地	laap jyu bat baai zi dei
立春	laap ceon
立時	laap si
立杆見影	laap gon gin jing
立案	laap on
立案偵查	laap on zing caa
立正	laap zing
立氏立克次體	laap si laap hak ci tai
立法	laap faat
立法委員	laap faat wai jyun
立法委員會	laap faat wai jyun wui
立法局	laap faat guk
立法會	laap faat wui
立法機關	laap faat gei gwaan
立法院	laap faat jyun
立百病毒	laap baak beng duk
立秋	laap cau
立立亂	lap lap lyun
立立令	laap laap ling
立立雜雜	laap laap zaap zaap
立竿見影	laap gon gin jing
立糯	laap no
立約	laap joek
立絨	laap jung
立腳點	laap goek dim
立言	laap jin
立論	laap leon
立足	laap zuk
立足點	laap zuk dim
立身處世	laap san cyu sai
立軸	laap zuk
立錐之地	laap zeoi zi dei
立陶宛	laap tou jyun
立陶宛人	laap tou jyun jan
立雜	laap zaap
立雪	laap syut
立面圖	laap min tou
立項	laap hong
立頓	laap deon
立馬	laap maa
立體	laap tai
立體交叉	laap tai gaau caa
立體圖	laap tai tou
立體幾何	laap tai gei ho
立體攝像機	laap tai sip zoeng gei
立體派	laap tai paai
立體照片	laap tai ziu pin
立體異構	laap tai ji kau
立體異構體	laap tai ji kau tai
立體聲	laap tai sing
立體角	laap tai gok
立體電影	laap tai din jing
立體電影院	laap tai din jing jyun
立魚	laap jyu
站不住腳	zaam bat zyu goek
站住	zaam zyu
站前區	zaam cin keoi
站台	zaam toi
站員	zaam jyun
站地	zaam dei
站姿	zaam zi
站崗	zaam gong
站得住腳	zaam dak zyu goek
站牌	zaam paai
站穩	zaam wan
站穩腳步	zaam wan goek bou
站穩腳跟	zaam wan goek gan
站立	zaam laap
站管理	zaam gun lei
站臺	zaam toi
站著說話不腰疼	zaam zoek syut waa bat jiu tung
站起	zaam hei
站起來	zaam hei loi
站軍姿	zaam gwan zi
站長	zaam zoeng
站點	zaam dim
竟敢	ging gam
竟然	ging jin
竟陵	ging ling
章丘	zoeng jau
章丘市	zoeng jau si
章則	zoeng zak
章回小說	zoeng wui siu syut
章回體	zoeng wui tai
章士釗	zoeng si ciu
章太炎	zoeng taai jim
章子	zoeng zi
章子怡	zoeng zi ji
章孝嚴	zoeng haau jim
章法	zoeng faat
章炳麟	zoeng bing leon
章甫薦履	zoeng fu zin lei
章程	zoeng cing
章節	zoeng zit
章臺	zoeng toi
章貢	zoeng gung
章貢區	zoeng gung keoi
章魚	zoeng jyu
竣工	zeon gung
童乩	tung gei
童便	tung bin
童兒	tung ji
童兵	tung bing
童叟無欺	tung sau mou hei
童女	tung neoi
童子	tung zi
童子尿	tung zi niu
童子軍	tung zi gwan
童子雞	tung zi gai
童山濯濯	tung saan zok zok
童工	tung gung
童年	tung nin
童床	tung cong
童心	tung sam
童星	tung sing
童生	tung sang
童男	tung naam
童真	tung zan
童稚	tung zi
童聲	tung sing
童花頭	tung faa tau
童蒙	tung mung
童裝	tung zong
童言無忌	tung jin mou gei
童話	tung waa
童話故事	tung waa gu si
童謠	tung jiu
童貞	tung zing
童趣	tung ceoi
童身	tung san
童軍	tung gwan
童養媳	tung joeng sik
童養媳婦	tung joeng sik fu
童黨	tung dong
竭力	kit lik
竭心	kit sam
竭澤而漁	kit zaak ji jyu
竭盡	kit zeon
竭盡全力	kit zeon cyun lik
竭誠	kit sing
端上	dyun soeng
端五	dyun ng
端倪	dyun ngai
端午	dyun ng
端午節	dyun ng zit
端口	dyun hau
端坐	dyun zo
端子	dyun zi
端尿	dyun niu
端屎	dyun si
端州	dyun zau
端州區	dyun zau keoi
端方	dyun fong
端木	dyun muk
端木賜	dyun muk ci
端架子	dyun gaa zi
端正	dyun zing
端然	dyun jin
端的	dyun dik
端硯	dyun jin
端站	dyun zaam
端粒	dyun lap
端粒脢	dyun lap mui
端系統	dyun hai tung
端緒	dyun seoi
端線	dyun sin
端莊	dyun zong
端菜	dyun coi
端詳	dyun coeng
端賴	dyun laai
端量	dyun loeng
端陽節	dyun joeng zit
端面	dyun min
端飯	dyun faan
端點	dyun dim
競價	ging gaa
競技	ging gei
競技動物	ging gei dung mat
競技場	ging gei coeng
競技性	ging gei sing
競投	ging tau
競渡	ging dou
競爭	ging zang
競爭力	ging zang lik
競爭和聚合	ging zang wo zeoi hap
競爭性	ging zang sing
競爭模式	ging zang mou sik
競爭產品	ging zang caan ban
競爭者	ging zang ze
競猜	ging caai
競相	ging soeng
競秀	ging sau
競租	ging zou
競答	ging daap
競艷	ging jim
競購	ging gau
競賽	ging coi
競賽者	ging coi ze
競走	ging zau
競逐	ging zuk
競選	ging syun
競選副手	ging syun fu sau
競選搭檔	ging syun daap dong
競選活動	ging syun wut dung
竹刀	zuk dou
竹北	zuk bak
竹北市	zuk bak si
竹升	zuk sing
竹升仔	zuk sing zai
竹升妹	zuk sing mui
竹南	zuk naam
竹南鎮	zuk naam zan
竹啄木鳥	zuk doek muk niu
竹器	zuk hei
竹園	zuk jyun
竹塘	zuk tong
竹塘鄉	zuk tong hoeng
竹子	zuk zi
竹山	zuk saan
竹山縣	zuk saan jyun
竹山鎮	zuk saan zan
竹島	zuk dou
竹崎	zuk kei
竹崎鄉	zuk kei hoeng
竹布	zuk bou
竹帛	zuk baak
竹戰	zuk zin
竹排	zuk paai
竹昇	zuk sing
竹昇麵	zuk sing min
竹書紀年	zuk syu gei nin
竹木	zuk muk
竹東	zuk dung
竹東鎮	zuk dung zan
竹板	zuk baan
竹林	zuk lam
竹枝	zuk zi
竹枝詞	zuk zi ci
竹棚	zuk paang
竹樹	zuk syu
竹溪	zuk kai
竹溪縣	zuk kai jyun
竹田	zuk tin
竹田鄉	zuk tin hoeng
竹竿	zuk gon
竹笙	zuk sang
竹筍	zuk seon
竹筒	zuk tung
竹筒倒豆子	zuk tung dou dau zi
竹箍兒	zuk ku ji
竹管	zuk gun
竹節	zuk zit
竹篙	zuk gou
竹篦	zuk bei
竹篾	zuk mit
竹簡	zuk gaan
竹簽	zuk cim
竹籃	zuk laam
竹籃打水	zuk laam daa seoi
竹籃打水一場空	zuk laam daa seoi jat coeng hung
竹籤	zuk cim
竹籬笆	zuk lei baa
竹紗	zuk saa
竹絲雞	zuk si gai
竹編	zuk pin
竹織鴨	zuk zik aap
竹芋	zuk wu
竹花頭	zuk faa tau
竹茹	zuk jyu
竹葉青	zuk jip cing
竹葉青蛇	zuk jip cing se
竹蔗	zuk ze
竹製	zuk zai
竹輿	zuk jyu
竹青	zuk ceng
竹館	zuk gun
竹馬	zuk maa
竹馬之交	zuk maa zi gaau
竹馬之友	zuk maa zi jau
竹鮫	zuk gaau
竺乾	zuk gon
竺可楨	zuk ho zing
竺學	zuk hok
竺教	zuk gaau
竺書	zuk syu
竺法	zuk faat
竿子	gon zi
竿頭	gon tau
笄之年	gai zi nin
笄冠	gai gun
笄年	gai nin
笄蛭	gai zat
笆斗	baa dau
笆籬子	baa lei zi
笊籬	zaau lei
笑不可仰	siu bat ho joeng
笑不可抑	siu bat ho jik
笑到碌地	siu dou luk dei
笑到肚刺	siu dou tou cek
笑到見牙唔見眼	siu dou gin ngaa m gin ngaan
笑口吟吟	siu hau jam jam
笑口噬噬	siu hau sai sai
笑口彌勒	siu hau nei lak
笑口棗	siu hau zou
笑吟吟	siu jam jam
笑咪咪	siu mi mi
笑哈哈	siu haa haa
笑嘻嘻	siu hei hei
笑大人個口	siu daai jan go hau
笑容	siu jung
笑容可掬	siu jung ho guk
笑微微	siu mei mei
笑意	siu ji
笑掉大牙	siu diu daai ngaa
笑料	siu liu
笑林	siu lam
笑柄	siu beng
笑渦	siu wo
笑片	siu pin
笑甩棚牙	siu lat paang ngaa
笑盈盈	siu jing jing
笑眯眯	siu mei mei
笑破肚皮	siu po tou pei
笑窩	siu wo
笑笑口	siu siu hau
笑紋	siu man
笑納	siu naap
笑聲	siu seng
笑臉	siu lim
笑臉兒	siu lim ji
笑臉相迎	siu lim soeng jing
笑裡藏刀	siu leoi cong dou
笑話	siu waa
笑語	siu jyu
笑談	siu taam
笑貌	siu maau
笑貧不笑娼	siu pan bat siu coeng
笑逐顏開	siu zuk ngaan hoi
笑面虎	siu min fu
笑靨	siu jip
笑騎騎	siu ke ke
笑鷗	siu au
笑點	siu dim
笑點低	siu dim dai
笙歌	sang go
笙管	sang gun
笙簧	sang wong
笙簫	sang siu
笛卡兒	dek kaa ji
笛卡兒座標制	dek kaa ji zo biu zai
笛卡爾	dek kaa ji
笛子	dek zi
笛沙格	dek saa gaak
笛膜	dek mok
笞刑	ci jing
笞掠	ci loek
笞撻	ci taat
笞擊	ci gik
笞杖	ci zoeng
笞棰	ci ceoi
笞罵	ci maa
笞背	ci bui
笞臀	ci tyun
笞責	ci zaak
笞辱	ci juk
笠嘢	lap je
笠衫	lap saam
笠記	lap gei
笠高帽	lap gou mou
笤帚	tiu zau
笥匱囊空	zi gwai nong hung
符串	fu cyun
符合	fu hap
符合標準	fu hap biu zeon
符咒	fu zau
符弗	fu fit
符拉迪沃斯托克	fu laai dik juk si tok hak
符板	fu baan
符水	fu seoi
符牌	fu paai
符籙	fu luk
符號	fu hou
符號學	fu hou hok
符記	fu gei
符記環	fu gei waan
符類福音	fu leoi fuk jam
符騰堡	fu tang bou
笨人	ban jan
笨伯	ban baak
笨口拙舌	ban hau zyut sit
笨嘴拙腮	ban zeoi zyut soi
笨嘴拙舌	ban zeoi zyut sit
笨嘴笨舌	ban zeoi ban sit
笨手笨腳	ban sau ban goek
笨拙	ban zyut
笨瓜	ban gwaa
笨蛋	ban daan
笨貨	ban fo
笨重	ban zung
笨雞	ban gai
笨鳥先飛	ban niu sin fei
第一	dai jat
第一例	dai jat lai
第一個	dai jat go
第一個層次	dai jat go cang ci
第一名	dai jat ming
第一國際	dai jat gwok zai
第一型糖尿病	dai jat jing tong niu beng
第一城	dai jat sing
第一基本形式	dai jat gei bun jing sik
第一夫人	dai jat fu jan
第一季度	dai jat gwai dou
第一手	dai jat sau
第一把手	dai jat baa sau
第一時間	dai jat si gaan
第一書記	dai jat syu gei
第一桶金	dai jat tung gam
第一次	dai jat ci
第一次世界大戰	dai jat ci sai gaai daai zin
第一步	dai jat bou
第一流	dai jat lau
第一炮	dai jat paau
第一產業	dai jat caan jip
第一級	dai jat kap
第一線	dai jat sin
第一聲	dai jat sing
第一象限	dai jat zoeng haan
第一輪	dai jat leon
第七	dai cat
第三	dai saam
第三世界	dai saam sai gaai
第三位	dai saam wai
第三十	dai saam sap
第三國際	dai saam gwok zai
第三季度	dai saam gwai dou
第三帝國	dai saam dai gwok
第三方	dai saam fong
第三狀態	dai saam zong taai
第三產業	dai saam caan jip
第三紀	dai saam gei
第三者	dai saam ze
第三聲	dai saam sing
第三隻腳	dai saam zek goek
第世	dai sai
第九	dai gau
第二	dai ji
第二世界	dai ji sai gaai
第二位	dai ji wai
第二個	dai ji go
第二個人	dai ji go jan
第二啲	dai ji di
第二國際	dai ji gwok zai
第二型糖尿病	dai ji jing tong niu beng
第二天	dai ji tin
第二季度	dai ji gwai dou
第二度	dai ji dou
第二性	dai ji sing
第二春	dai ji ceon
第二樣	dai ji joeng
第二次	dai ji ci
第二次世界大戰	dai ji ci sai gaai daai zin
第二次漢字簡化方案	dai ji ci hon zi gaan faa fong on
第二產業	dai ji caan jip
第二聲	dai ji sing
第二處	dai ji cyu
第二輪	dai ji leon
第五	dai ng
第五個現代化	dai ng go jin doi faa
第五縱隊	dai ng zung deoi
第五肢	dai ng zi
第五類	dai ng leoi
第個	dai go
第八	dai baat
第六	dai luk
第六感	dai luk gam
第六感覺	dai luk gam gok
第勒尼安海	dai lak nei on hoi
第十	dai sap
第啲	dai di
第四	dai sei
第四季	dai sei gwai
第四季度	dai sei gwai dou
第四紀	dai sei gei
第四聲	dai sei sing
第四臺	dai sei toi
第尾	dai mei
第度	dai dou
第戎	dai jung
第日	dai jat
第時	dai si
第樣	dai joeng
第次	dai ci
第比利斯	dai bei lei si
第納爾	dai naap ji
第處	dai syu
笸籮	gam po lo
筀竹	gai zuk
筅帚	sin zau
筆下	bat haa
筆下生花	bat haa sang faa
筆供	bat gung
筆刨	bat paau
筆劃	bat waak
筆劃檢字表	bat waak gim zi biu
筆劃輸入法	bat waak syu jap faat
筆力	bat lik
筆勝於刀文比武強	bat sing jyu dou man bei mou koeng
筆升	bat sing
筆友	bat jau
筆名	bat meng
筆嘴	bat zeoi
筆塔	bat taap
筆墨	bat mak
筆墨官司	bat mak gun si
筆套	bat tou
筆尖	bat zim
筆帽	bat mou
筆底下	bat dai haa
筆心	bat sam
筆戰	bat zin
筆挺	bat ting
筆替	bat tai
筆會	bat wui
筆架	bat gaa
筆桿	bat gon
筆桿子	bat gon zi
筆法	bat faat
筆畫	bat waak
筆畫數	bat waak sou
筆盒	bat hap
筆直	bat zik
筆硯	bat jin
筆筒	bat tung
筆算	bat syun
筆管麵	bat gun min
筆者	bat ze
筆耕	bat gaang
筆芯電	bat sam din
筆袋	bat doi
筆觸	bat zuk
筆記	bat gei
筆記型電腦	bat gei jing din nou
筆記本	bat gei bun
筆記本計算機	bat gei bun gai syun gei
筆記本電腦	bat gei bun din nou
筆記簿	bat gei bou
筆試	bat si
筆誤	bat ng
筆調	bat diu
筆談	bat taam
筆譯	bat jik
筆跡	bat zik
筆鋒	bat fung
筆錄	bat luk
筆錔	bat taap
筆電	bat din
筆順	bat seon
筆頭	bat tau
等一下	dang jat haa
等一下兒	dang jat haa ji
等一會	dang jat wui
等一會兒	dang jat wui ji
等一等	dang jat dang
等一陣	dang jat zan
等不及	dang bat kap
等份	dang fan
等位	dang wai
等位基因	dang wai gei jan
等候	dang hau
等值	dang zik
等價	dang gaa
等價關係	dang gaa gwaan hai
等分	dang fan
等到	dang dou
等到頸都長	dang dou geng dou coeng
等同	dang tung
等周	dang zau
等周不等式	dang zau bat dang sik
等唔切	dang m cit
等因奉此	dang jan fung ci
等埋	dang maai
等壓	dang aat
等壓線	dang aat sin
等差	dang caa
等差數列	dang caa sou lit
等差級數	dang caa kap sou
等式	dang sik
等待	dang doi
等效百萬噸當量	dang haau baak maan deon dong loeng
等於	dang jyu
等於零	dang jyu ling
等比	dang bei
等比定理	dang bei ding lei
等比數列	dang bei sou lit
等比級數	dang bei kap sou
等溫	dang wan
等熵線	dang soeng sin
等第	dang dai
等等	dang dang
等級	dang kap
等級制度	dang kap zai dou
等而下之	dang ji haa zi
等腰三角形	dang jiu saam gok jing
等著瞧	dang zoek ciu
等號	dang hou
等變壓線	dang bin aat sin
等距	dang keoi
等距離	dang keoi lei
等軸晶系	dang zuk zing hai
等邊三角形	dang bin saam gok jing
等錢使	dang cin sai
等閒	dang haan
等閒之輩	dang haan zi bui
等閒視之	dang haan si zi
等陣	dang zan
等離子	dang lei zi
等離子體	dang lei zi tai
等額比基金	dang ngaak bei gei gam
筊杯	gaau bui
筋斗	gan dau
筋斗雲	gan dau wan
筋疲力盡	gan pei lik zeon
筋節	gan zit
筋絡	gan lok
筋肉	gan juk
