一下	yixx
继之	jivi
继承人	jirf
继承权	jiqr
继父	jifu
绪言	xuyj
绮丽	qili
绳趋尺步	uqib
维亚康姆	wykm
维和	wwhe
维妙维肖	wmwx
维纳斯	wnsi
绵绵不绝	mmbj
绵羊	mmyh
绵蛮	mmmj
绶带	uzdd
综上所述	zusu
综合性	zhxk
综观	zsgr
综述	zsuu
绿水青山	luqu
绿油油	lyyz
绿肥	lvfw
绿茵茵	lyyb
绿草如茵	lcry
绿荫	lvyb
缉捕	jibu
缉毒	jidu
缉私	jisi
缓冲区	hiqu
缓刑	hrxk
缓期	hrqi
缓解	hrjp
缔交	dijn
缔约国	dygo
缕缕	lvlv
编委	bmww
编审	bmuf
编年体	bnti
编年史	bnui
编成	bmig
编目	bmmu
编织	bmvi
编辑部	bjbu
缘起	yrqi
缙绅	jbuf
缝纫机	frji
缧绁	lwxp
缩头龟	stgv
缩头龟	stjy
缩头龟	stqq
缩开	sokd
缩数	souu
缩沙	soua
缩骨	sogu
缩骨遮	sgve
缰绳	jlug
缴获	jnho
缺额	qtee
罐子	grzi
网景	whjk
网游	whyz
网状	whvl
网罗	whlo
网路	whlu
网际	whji
罔两	whll
罔愆	whqm
罗伯特	lbte
罗唣	lozc
罗布泊	lbpo
罗技	loji
罗拉	lola
罗柚	loyz
罗汉请观音	lhqy
罗织	lovi
罚球	faqq
罢啦	bala
罢啦	pila
罢官	bagr
罢市	baui
罨耷	yjda
置于	viyu
置于脑后	vynh
置办	vibj
置备	vibw
置评	vipk
置身	viuf
置顶	vidk
羁勒	jile
羁押	jiya
羁縻	jimi
羊入虎口	yrhk
羊城	yhig
羊毛衫	ymuj
羊肠小道	yixd
羊质虎皮	yvhp
美光	mwgl
美军	mwjy
美分	mwff
美容师	mrui
美报	mwbc
美术家	mujx
美术片	mupm
美术界	mujp
美术馆	mugr
美林	mwlb
美格	mwge
美泰	mwtd
美洲	mwvz
美玉	mwyu
美男	mwnj
美的	mwde
美的	mwdi
美眉	mwmw
美联社	mlue
美育	mwyu
美语	mwyu
美谈	mwtj
美貌	mwmc
美金	mwjb
美食	mwui
美餐	mwcj
羞家	xqjx
羞答答	xdda
羞羞答答	xxdd
羟基	qlji
群众性	qvxk
群像	qyxl
群威群胆	qwqd
群峰	qyfg
群情	qyqk
群芳	qyfh
群英会	qyhv
群落	qylo
群雄逐鹿	qxvl
羽坛	yutj
羽绒服	yrfu
羽翼	yuyi
翌年	yinm
翌日	yiri
翔实	xlui
翙翙	hvhv
翠色欲流	csyl
翠色欲流	cuyl
翩翩	pmpm
翯翯	hehe
翳气	yiqi
翳焗	yiju
翻云覆雨	fyfy
翻动	fjds
翻地	fjdi
翻翻	fjfj
翻越	fjyt
翻转	fjvr
翻风	fjfg
耀眼	ycyj
老一辈	lybw
老两口	llkz
老伴	lcbj
老农	lcns
老前辈	lqbw
老办法	lbfa
老友鬼鬼	lygg
老嘢	lcye
老坑	lckg
老大娘	ldnl
老大爷	ldye
老太太	lttd
老奶奶	lnnd
老好人	lhrf
老婆仔	lpzd
老婆仔	lpzi
老婆婆	lppo
老定	lcdk
老家	lcjx
老小	lcxn
老差骨	lcgu
老差骨	ligu
老帅	lcuk
老干部	lgbu
老年人	lnrf
老式	lcui
老懵懂	lmds
老搭档	lddh
老是	lcui
老朋友	lpyz
老框框	lkkl
老泥	lcni
老泪纵横	llzh
老爷爷	lyye
老猫烧须	lmux
老生	lcug
老番	lcfj
老番	lcpj
老积	lcji
老老少少	lluu
老而不	lebu
老臣子	lizi
老花镜	lhjk
老虎乸	lhna
老虎蟹	lhxp
老蚌生珠	lbuv
老行专	lhvr
老行专	lxvr
老衬	lcif
老西	lcxi
老规矩	lgju
老话	lchx
老调	lcdn
老路	lclu
老辣	lcla
老酒	lcjq
老骤伏枥	lvfl
老黄牛	lhnq
老鼠仔	luzd
老鼠仔	luzi
老鼠货	luho
考博	kcbo
考据	kcju
考查	kcia
考研	kcyj
考绩	kcji
耍手	uxuz
耐不耐	nbnd
耐劳	ndlc
耐唔中	nwvs
耐酸	ndsr
耕地	ggdi
耕牛	ggnq
耕种	ggvs
耗子	hczi
耗电	hcdm
耳仔软	ezrr
耳目众多	emvd
耵聍	dknk
耶路撒冷	ylsl
耷头耷脑	dtdn
耸入云天	sryt
耸立	ssli
聊城	lnig
聋哑人	lyrf
职业病	vybk
职代会	vdhv
职别	vibp
职场	viih
职守	viuz
职称	viig
职能	ving
职高	vigc
联会	lmhv
联办	lmbj
联合会	lhhv
联合国	lhgo
联大	lmda
联席	lmxi
联席会	lxhv
联席会	lxkk
联接	lmjp
联欢会	lhhv
联系	lmxi
联系人	lxrf
联结	lmjp
联谊	lmyi
联谊会	lyhv
联贯	lmgr
联针	lmvf
聘为	pbww
聚光灯	jgdg
聚变	jubm
聚合物	jhwu
聚宝盆	jbpf
聚居	juju
聚拢	juls
聚酯	juvi
聚首	juuz
肃反	sufj
肄业	yiye
肇事者	vuve
肉制品	rvpb
肉参	rzcj
肉参	rzuf
肉猪	rzvu
肉联厂	rlih
肉赤	rzii
肉鸡	rzji
肌体	jiti
肌理	jili
肖像画	xxhx
肖恩	xnen
肚屙	duee
肚耽	dudj
肝火	gjho
肝部	gjbu
肠梗阻	igzu
肠炎	ihyj
肠衣	ihyi
股利	guli
股市	guui
股金	gujb
股长	guvh
股骨	gugu
肢解	vijp
肥仔唛	fzma
肥仔唛	fzmd
肥力	fwli
肥头耷耳	ftde
肥尸大只	fudv
肥效	fwxn
肥水	fwuv
肥田	fwtm
肥肥白白	ffbb
肥腯腯	fttu
肩头	jmtz
肩章	jmvh
肯尼迪	kndi
育林	yulb
育种	yuvs
育苗	yumn
肺气肿	fqvs
肺结核	fjhe
胀卜卜	vbbo
胀卜卜	vbbu
胃溃疡	wkyh
胃炎	wwyj
胃肠	wwih
胃镜	wwjk
胆汁	djvi
胆生毛	dumc
胆识	djui
背书	bwuu
背地里	bdli
背弃	bwqi
背心袋	bxdd
背手影	buyk
背投	bwtz
背部	bwbu
胜仗	ugvh
胜似	ugsi
胜瓜	uggx
胞弟	bcdi
胡同	huts
胡椒	hujn
胡涂	hutu
胡琴	huqb
胡胡混混	hhhh
胡适	huui
胡锦涛	hjtc
胡须佬	hxlc
胡须簕特	hxlt
胭脂	yjvi
胰岛素	ydsu
胰腺	yixm
胳肋底	gldi
胳臂	gebw
胶印	jnyb
胶合板	jhbj
胶布	jnbu
胶带	jndd
胶擦	jnca
胶水	jnuv
胶皮	jnpi
胶鞋	jnxp
胼胝	pmvi
能为	ngww
能事	ngui
能见度	njdu
脂肪酸	vfsr
脊柱	jivu
脊梁	jill
脊椎动物	jvdw
脊背	jibw
脊骨	jigu
脏兮兮	zxxi
脏器	zhqi
脐带	qidd
脑力劳动	nlld
脑囟	ncxb
脑溢血	nyxt
脑神经	nujk
脑血栓	nxur
脚劲	jnjb
脚掌	jnvh
脚掣	jnie
脚板	jnbj
脚板底	jbdi
脚气	jnqi
脚甲	jnjx
脚眼	jnyj
脚趾	jnvi
脚趾公	jvgs
脚趾尾	jvww
脚踏	jnta
脚踭	jnvg
脚骨力	jgli
脱僵之马	tjvm
脱盲	tomh
脱粒	toli
脸颊	lmjx
腈纶	jkly
腊八粥	lbvz
腊梅	lamw
腌尖	aajm
腌尖	yjjm
腌臜	aaza
腌臜	yjza
腍善	rfuj
腍柿	rfui
腐化	fuhx
腐蚀	fuui
腔调	qldn
腥膻	xkuj
腰杆	ycgj
腹地	fudi
腹心	fuxb
腹水	fuuv
腹腔	fuql
腽肭	wana
膀子	bhzi
膊头	botz
膳食	ujui
臆断	yidr
自不待言	zbdy
自主权	zvqr
自习	zixi
自养	ziyh
自决	zijt
自制	zivi
自力	zili
自动化	zdhx
自助	zivu
自勉	zimm
自卑感	zbgj
自卫	ziww
自圆其说闲言碎语	zyqy
自备	zibw
自宫	zigs
自尽	zijb
自居	ziju
自己友	zjyz
自幼	ziyz
自序	zixu
自恃	ziui
自愧弗如	zkfr
自愿	ziyr
自慰	ziww
自成一体	ziyt
自成一家	ziyj
自我标榜	zwbb
自找麻烦	zvmf
自有	ziyz
自治	zivi
自治区	zvqu
自治县	zvxm
自治州	zvvz
自流	zilq
自然村	zrcy
自然界	zrjp
自燃	zirj
自由主义	zyvy
自由度	zydu
自由放任	zyfr
自由泳	zyys
自由港	zygh
自知	zivi
自立	zili
自细	zixi
自给	ziji
自给有余	zgyy
自给有余	zjyy
自绝	zijt
自荐	zijm
自让	zirh
自豪感	zhgj
自贡	zigs
自费	zifw
自费生	zfug
自转	zivr
自述	ziuu
自销	zixn
臭氧	izyh
臭烹烹	ippg
臭烹烹	xppg
至上	viuh
至亲	viqb
至关紧要	vgjy
至啱	vinj
至啱	viyj
至强	vijl
至强	viql
至死不变	vsbb
致以	viyi
致使	viui
致力	vili
致密	vimi
致富	vifu
致意	viyi
致敬	vijk
致死	visi
致电	vidm
致病	vibk
致词	vici
舅仔	jqzd
舅仔	jqzi
舅舅	jqjq
舆论界	yljp
舍命	uemk
舍死忘生	uswu
舒坦	uutj
舒心	uuxb
舒舒服服	uuff
舛错	irco
舞会	wuhv
舞剑	wujm
舞场	wuih
舞坛	wutj
舞姿	wuzi
舞小姐	wxjp
舞弊	wubi
舞曲	wuqu
舞池	wuii
舞狮	wuui
舞蹈家	wdjx
舢板	ujbj
舢舨	ujbj
航天器	htqi
航天局	htju
航天部	htbu
航次	hhci
航空兵	hkbk
航空器	hkqi
航空局	hkju
航空港	hkgh
航路	hhlu
航迹	hhji
舰只	jmvi
舰船	jmir
舰艇	jmtk
舰载	jmzd
舰长	jmvh
舱位	chww
舳舻	vulu
舴艋	zemg
舷梯	xmti
舷窗	xmil
船东	irds
船坞	irwu
船头	irtz
船工	irgs
船老大	ilda
船舶	irbo
船身	iruf
艅艎	yuhl
艇家	tkjx
艇屋	tkwu
艨艟	mgis
良友	llyz
良师	llui
良田	lltm
良种	llvs
良策	llce
良金美玉	ljmy
艰深	jmuf
艰苦卓绝	jkvj
艰苦朴素	jkps
色士风	sufg
色士风	uufg
色彩斑斓	scbl
色拉油	slyz
色水	seuv
色水	uduv
艳丽	yjli
艳情	yjqk
艳福	yjfu
艳阳天	yytm
艳阳高照	yygv
艺员	yiyr
艺坛	yitj
艺术品	yupb
艺术团	yutr
艺术家	yujx
艺术性	yuxk
艺术界	yujp
艺术馆	yugr
艺校	yixn
艺界	yijp
艺苑	yiyr
艾伦	aily
艾伦	yily
节余	jpyu
节俭	jpjm
节假日	jjri
节制	jpvi
节前	jpqm
节奏感	jzgj
节律	jplv
节支	jpvi
节水	jpuv
节油	jpyz
节电	jpdm
节目单	jmdj
节育	jpyu
节节胜利	jjul
芃芃	pgpg
芊绵	qmmm
芊芊	qmqm
芘芣	bifu
芘芣	pifu
芙蕖	fuqu
芜湖	wuhu
芣苜	fumu
芥蒂	jpdi
芦花飘扬	lhpy
芫荽	yjsv
芭蕉	bajn
花仔	hxzd
花仔	hxzi
花会	hxhv
花农	hxns
花哩碌	hllu
花哩花碌	hlhl
花坛	hxtj
花女	hxnv
花季	hxji
花岗岩	hgyj
花岗石	hgui
花市	hxui
花布	hxbu
花弗	hxfu
花旦	hxdj
花期	hxqi
花林	hxlb
花果山	hguj
花架子	hjzi
花樽	hxzy
花灯	hxdg
花生油	huyz
花生米	humi
花甲	hxjx
花粉	hxff
花红柳绿	hhll
花色迷人	hsmr
花色迷人	humr
花花绿绿	hhll
花菇	hxgu
花轿	hxjn
花靓仔	hjzd
花靓仔	hjzi
花靓仔	hlzd
花靓仔	hlzi
花面猫	hmmc
花飞蝶舞	hfdw
花香醉人	hxzr
花鸟画	hnhx
花鼓戏	hgxi
芳菲	fhfw
芳香	fhxl
苁蓉	csrs
苍翠挺拔	cctb
苍莽	chmh
苍髯如戟	crrj
苏东坡	sdpo
苏区	suqu
苏宁	sunk
苏联	sulm
苏轼	suui
苒苒	rjrj
苛求	keqq
苞米	bcmi
苞谷	bcgu
苣荬	jumd
苣荬	qumd
苤蓝	pplj
苦功	kugs
苦口苦面	kkkm
苦味	kuww
苦寒	kuhj
苦活	kuho
苦瓜咁嘅面	kggm
苦行	kuxk
英军	ykjy
英勇	ykys
英名	ykmk
英姿	ykzi
英姿焕发	yzhf
英报	ykbc
英杰	ykjp
英武	ykwu
英里	ykli
英飞凌	yflk
茁壮	vovl
茂里	mcli
范文	fjwf
茄喱啡	jlfw
茄喱啡	qlfw
茅台酒	mtjq
茅盾	mcdy
茉莉	moli
茏葱	lscs
茑萝	nnlo
茧丝	jmsi
茧子	jmzi
茯苓	fulk
茱萸	vuyu
茳芏	jldu
茶具	iaju
茶农	ians
茶场	iaih
茶座	iazo
茶炉	ialu
茶点	iadm
茶煲	iabc
茶缸	iagh
茶芥	iajp
茶话会	ihhv
茶餐厅	ictk
茹蕙	ruhv
茺蔚	isww
茼蒿	tshc
荆州	jkvz
荆条	jktn
荆棘	jkji
荆钗布裙	jibq
草场	ccih
草房	ccfh
草木知威	cmvw
草根阶层	cgjc
草皮	ccpi
草绿色	clse
草花头	chtz
草草	cccc
草袋	ccdd
草长莺飞	cvyf
荒地	hldi
荒山	hluj
荔枝	livi
荜菝	biba
荡失路	dulu
荡涤	dhdi
荣军	rsjy
荣誉奖	ryjl
荣誉感	rygj
荣誉章	ryvh
荣辱	rsru
荧光灯	ygdg
荫凉	ybll
药典	ycdm
药到病除	ydbi
药学	ycxt
药店	ycdm
药房	ycfh
药材铺	ycpu
药理	ycli
药用	ycys
药膳	ycuj
荸荠	biqi
荼蘼	tumi
莙荙	jyda
莨菪	lhdh
莨菪	lldh
莪术	eevu
莪蒿	eehc
莫扎特	mvte
莫明其妙	mmqm
莫桑比克	msbk
莫衷一是	mvyu
莱卡	ldka
莱卡	ldqx
莱菔	ldfu
莲叶满池	lxmi
莲叶满池	lymi
莲子	lmzi
莲子蓉面口	lzrk
莳萝	uilo
获释	houi
菁菁	jkjk
菌种	jyvs
菖蒲	ihpu
菜园	cdyr
菜园子	cyzi
菜市场	cuih
菜栏	cdlj
菜窖	cdjn
菜篮子	clzi
菜脯	cdfu
菜脯	cdpu
菜花	cdhx
菜蔬	cduu
菜薳	cdww
菜薳	cdyr
菝葜	baqx
菠萝盖	blgd
菡萏	hjdj
菥蓂	ximk
菩提树	ptuu
菩萨低眉	psdm
菲薄	fwbo
萆薢	bixp
萌动	mgds
萑苇	hrww
萤火虫	yhis
营业员	yyyr
营业所	yyso
营业税	yyuv
营业额	yyee
营养品	yypb
营养素	yysu
营利	ykli
营区	ykqu
营口	ykkz
营垒	yklw
营建	ykjm
营收	ykuz
营生	ykug
萧山	xnuj
萧萧	xnxn
萨拉热窝	slrw
萨法	safa
萨特	sate
萨达姆	sdmu
落口供	lkgs
落堂	lath
落堂	lcth
落堂	loth
落妆	lavl
落妆	lcvl
落妆	lovl
落客	lake
落客	lcke
落客	loke
落手落脚	lulj
落拓	loto
落晒形	luxk
落格	lage
落格	lcge
落格	loge
落泊	lobo
落画	lahx
落画	lchx
落画	lohx
落膈	lage
落膈	lcge
落膈	loge
落落难合	llng
落落难合	llnh
落货	laho
落货	lcho
落货	loho
落选	loxr
落雨收柴	lyui
落面	lamm
落面	lcmm
落面	lomm
落马	loma
著书	veuu
著书	vuuu
著作权	vzqr
著录	vulu
著文	vewf
著文	vuwf
著者	vuve
著述	vuuu
葛洲坝	gvba
葡萄干	ptgj
葡萄酒	ptjq
董事会	duhv
董事长	duvh
董仲舒	dvuu
葭莩	jxfu
葱头	cstz
葳蕤	wwrv
葶苈	tkli
蒋介石	jjdj
蒋介石	jjui
蒙住	mgvu
蒙古包	mgbc
蒙古族	mgzu
蒙头转向	mtvx
蒙查查	miia
蒙牛	mgnq
蒙蒙	mgmg
蒙蒙亮	mmll
蒙难	mgnj
蒜子	srzi
蒲公英	pgyk
蒲卢	pulu
蒲葵	pukv
蒲飞	pufw
蒸气	vgqi
蒸汽	vgqi
蒸汽机	vqji
蒸馏水	vluv
蒹葭	jmjx
蒺藜	jili
蓁艽	vfjn
蓁艽	vfqq
蓁蓁	vfvf
蓄水池	xuii
蓄电池	xdii
蓄积	xuji
蓇葖	gutu
蓉蓉烂烂	rrll
蓊郁	wgyu
蓑衣	soyi
蓓蕾	bwlw
蓖麻	bima
蓝宝石	lbui
蓝布	ljbu
蓝帽子	lmzi
蓝皮书	lpuu
蓝藻	ljzc
蓝调	ljdn
蓝调	ljtn
蓦地	modi
蓬蓬勃勃	ppbb
蔓菁	mjjk
蔗农	vens
蔚为壮观	wwvg
蔚为大观	wwdg
蔚成风气	wifq
蔚蓝色	wlse
蔫韧	nmrf
蕙心纨质	hxwv
蕞尔	zver
蕴涵	yyhj
蕴藉	yyjp
薄利	boli
薄地	bodi
薄幸	boxk
薄片	bcpm
薄薄	bcbc
薄雾	bcwu
薄雾	bowu
薏苡	yiyi
薜荔	bili
薪俸税	xfuv
薯头	uutz
薯类	uulw
薯蓣	uuyu
薿薿	nini
藏历	zhli
蘅芜	hgwu
蘑菇云	mgyy
蘼芜	miwu
虎口	hukz
虎威	huww
虎子	huzi
虎落平阳	hlpy
虚惊	xujk
虚高	xugc
虫害	ishd
虫灾	iszd
虱乸	uina
虱子	uizi
虺虺	hvhv
虾仁	xxrf
虾毛	xxmc
虾虾霸霸	xxbb
虾辘	xxlu
蚊到瞓啦	wdfl
蚊到瞓啦	wdxl
蚊子	wfzi
蚍蜉	pifu
蚕丝	cjsi
蚕茧	cjjm
蚰蜒	yzyj
蚴虬	yzqq
蛀米大虫	vmdi
蛇头	uetz
蛇蝎心肠	uxxi
蛇都死	udsi
蛋散	djsj
蛐蟮	quuj
蛙人	warf
蛛网	vuwh
蛤乸	gena
蛤乸	hana
蛤蜊	geli
蛴螬	qicc
蜂星	fgxk
蜂王浆	fwjl
蜂窝煤	fwmw
蜈蚣	wugs
蜉蝣	fuyz
蜎蜎	yryr
蜕化	tvhx
蜗螺	wolo
蜚声	fwug
蜚蠊	fwlm
蜞乸	qina
蜡梅	lamw
蜡青	laqk
蜥蜴	xiyi
蜾蠃	golo
蜿蜒	wjyj
蝇头微利	ytwl
蝉连	ijlm
蝎子	xpzi
蝗灾	hlzd
蝤蛑	qqmz
蝤蛴	qqqi
蝾螈	rsyr
螟蛉	mklk
螳臂挡车	tbdi
螳臂挡车	tbdj
螳螂捕蝉黄雀在后	tlbh
螵蛸	pnxn
螺丝批	lspi
螺丝钉	lsdk
螺旋桨	lxjl
螺栓	lour
螺蛳	losi
蟏蛸	xnxn
蟛蜞	pgqi
蟾宫折挂	igug
蟾宫折挂	igvg
蟾蜍	ijiu
蠛蠓	mpmg
蠢笨如猪	ibrv
蠼螋	qusz
血压计	xyji
血吸虫	xxis
血性	xtxk
血流成河	xlih
血淋淋	xllb
血红蛋白	xhdb
血缘	xtyr
血肉相连	xrxl
行不更名坐不改姓	hbgx
行不更名坐不改姓	xbgx
行不由径	hbyj
行不由径	xbyj
行事	xkui
行会	hhhv
行使	xkui
行咇	hhbi
行咇	xkbi
行埋	hhmd
行埋	hhmj
行埋	xkmd
行埋	xkmj
行山径	hujk
行山径	xujk
行差踏错	hctc
行差踏错	hitc
行差踏错	xctc
行差踏错	xitc
行径	xkjk
行必果	xbgo
行政区	xvqu
行政村	xvcy
行政院	hvyr
行政院	xvyr
行星	xkxk
行程	xkig
行署	xkuu
行行企企	hhqq
行行企企	hxqq
行行企企	xhqq
行行企企	xxqq
行装	xkvl
行路唔带眼	hlwy
行路唔带眼	xlwy
行雷	hhlw
行雷	xklw
行驶	xkui
衍生物	yuwu
街区	jpqu
街喉	jphz
街坊	jpfh
街头巷议	jthy
街头巷议	jtxy
街市	jpui
街症	jpvg
街线	jpxm
街道	jpdc
街面	jpmm
衡器	hgqi
衣兜	yidz
衣冠	yigr
衣料	yiln
衣架	yijx
衣物	yiwu
衣衫	yiuj
衣袋	yidd
衣裳	yiuh
衣襟	yijb
衣角	yijn
补习	buxi
补习班	bxbj
补发	bufa
补差	buia
补救	bujq
补给	buji
补缺	buqt
补药	buyc
补血	buxt
补课	buke
补足	buzu
表决权	bjqr
表哥	bnge
表弟	bndi
表征	bnvg
表演唱	byih
表肉	bnrz
表里不一	blby
表面化	bmhx
衫钮	ujnq
衬里	ifli
衰变	ukbm
衰咗	ukzo
衰女	uknv
衰衰地	uude
衰衰地	uudi
衷心	vsxb
衷情	vsqk
衷肠	vsih
袅袅瘦瘦	nnuu
袋袋平安	ddpa
袒露	tjlu
袖手傍观	xubg
被俘	bwfu
被压迫	bypd
被压迫	bypo
被压迫	pypd
被压迫	pypo
被告人	bgrf
被害	bwhd
被害人	bhrf
被害者	bhve
被捕	bwbu
被服	bwfu
被窦	bwdz
被窦	pidz
被选举权	bxjq
裁剪	cdjm
裁缝	cdfg
裂化	lphx
裂谷	lpgu
裂隙	lpxi
装假狗	vjgz
装弹弓	vdgs
装弹弓	vtgs
装机	vlji
装璜	vlhl
装甲	vljx
装甲兵	vjbk
装甲车	vjie
装船	vlir
装车	vlie
装配线	vpxm
装饰品	vupb
装香	vlxl
裙脚仔	qjzd
裙脚仔	qjzi
裙装	qyvl
裙褂	qygx
裣衽	lmrf
裤头带	ktdd
裸戏	loxi
裹蒸粽	gvzs
褒善贬恶	bube
褒善贬恶	bubw
褒扬	bcyh
褓姆车	bmie
褓姆车	bmju
褡裢	dalm
褥疮	ruil
褪軚	tvtd
褪軚	tytd
襁袍	qlpc
襁褓	qlbc
襄樊	xlfj
襄阳	xlyh
西化	xihx
西北风	xbfg
西半球	xbqq
西南风	xnfg
西城	xiig
西头	xitz
西学	xixt
西式	xiui
西文	xiwf
西方人	xfrf
西施	xiui
西服	xifu
西汉	xihj
西沙	xiua
西洋	xiyh
西洋参	xyuf
西洋菜	xycd
西端	xidr
西经	xijk
西装友	xvyz
西陆	xilq
西陆	xilu
西雅图	xytu
西非	xifw
要义	ycyi
要事	ycui
要件	ycjm
要冲	ycis
要务	ycwu
要员	ycyr
要旨	ycvi
要目	ycmu
要饭	ycfj
覆盖率	fglv
见习	jmxi
见利思义	jlsy
见危授命	jwum
见地	jmdi
见得	jmde
见怪不怪	jgbg
见报	jmbc
见效	jmxn
见步行步	jbhb
见步行步	jbxb
见牙唔见眼	jywy
见状	jmvl
见见	jmjm
见解	jmjp
见识	jmui
见长	jmih
见长	jmvh
见面礼	jmli
观众席	gvxi
观察力	gili
观察员	giyr
观察家	gijx
观战	grvj
观瞻	grvj
观礼	grli
观者如云	gvry
观音兵	gybk
规例	gvli
规律性	glxk
规程	gvig
规章制度	gvvd
规行矩步	gxjb
规规矩矩	ggjj
觅食	miui
视为	uiww
视入草芥	urcj
视力	uili
视图	uitu
视点	uidm
视线	uixm
视网膜	uwmo
视野	uiye
觉眼	jnyj
觉眼	jtyj
觉觉猪	jjvu
觊觎	jiyu
角落头	jltz
角钢	jngh
解体	jpti
解开	jpkd
解忧	jpyz
解放区	jfqu
解放后	jfhz
解放战争	jfvv
解数	xpuu
解构	jpgz
解毒	jpdu
解渴	jpke
解禁	jpjb
解衣推食	jytu
解说词	juci
解调	jptn
解除	jpiu
解难	jpnj
触动	iuds
触及	iuji
触发	iufa
触媒	iumw
触礁	iujn
觱篥	bili
觳觫	husu
言和	yjhe
言必信	ybxb
言必信行必果	ybxg
言必有据	ybyj
言教	yjjn
言词	yjci
誓师	uiui
誓死	uisi
誓言	uiyj
誓词	uici
警力	jkli
警卫员	jwyr
警句	jkju
警备区	jbqu
警察局	jiju
警戒	jkjp
警戒线	jjxm
警报器	jbqi
警服	jkfu
警种	jkvs
警笛	jkdi
警醒	jkxk
计仔	jizd
计仔	jizi
计分	jiff
计划性	jhxk
计划生育	jhuy
计委	jiww
计数	jiuu
计时	jiui
计酬	jiiz
计量	jill
订户	dkhu
讣告	fugc
认亲认戚	rqrq
认低威	rdww
认住	rfvu
认叻	rfle
认清	rfqk
认知	rfvi
认认真真	rrvv
认识论	ruly
讥笑	jixn
讨嫌	tcxm
讨饭	tcfj
训令	xylk
训练场	xlih
训练有素	xlys
训练班	xlbj
训诫	xyjp
议事	yiui
议价	yijx
议会制	yhvi
议员	yiyr
议和	yihe
议定	yidk
议定书	yduu
议席	yixi
议政	yivg
议长	yivh
议院	yiyr
议题	yiti
讯问	xywf
记事	jiui
记分	jiff
记功	jigs
记取	jiqu
记叙	jixu
记叙文	jxwf
记忆力	jyli
记性	jixk
记要	jiyc
记账	jivh
记述	jiuu
讲义	jlyi
讲信修睦	jxxm
讲堂	jlth
讲大话	jdhx
讲学	jlxt
讲师	jlui
讲开又讲	jkyj
讲打讲杀	jdju
讲理	jlli
讲耶稣	jysu
讲解员	jjyr
许可证	xkvg
许许多多	xxdd
论处	lyiu
论文集	lwji
论理	lyli
讻讻	xsxs
讽一劝百	fyqb
设伏	uefu
设计师	ujui
设计者	ujve
设计院	ujyr
证实	vgui
证明书	vmuu
证章	vgvh
证言	vgyj
评为	pkww
评介	pkjp
评剧	pkju
评功	pkgs
评头品足	ptpz
评头论足	ptlz
评委会	pwhv
评弹	pktj
评比	pkbi
评论员	plyr
评话	pkhx
识字	uizi
识捞	uilc
识捞	vilc
识饮识食	uyus
识饮识食	uyuu
识饮识食	uyuy
识饮识食	uyvs
识饮识食	uyvu
识饮识食	uyvy
识饮识食	vyus
识饮识食	vyuu
识饮识食	vyuy
识饮识食	vyvs
识饮识食	vyvu
识饮识食	vyvy
诈假意	vjyi
诈傻扮懵	vubm
诈嗲	vadx
诈型	vaxk
诈娇	vajn
诈糊	vahu
诈谛	vadi
诉状	suvl
诉讼法	ssfa
诉诸武力	svwl
诊室	vfui
诊治	vfvi
词人	cirf
词句	ciju
词曲	ciqu
词牌	cipd
译丛	yics
译作	yizo
译制	yivi
译文	yiwf
译本	yibf
译著	yivu
试制	uivi
试剂	uiji
试办	uibj
试听	uitk
试想	uixl
试映	uiyk
试用	uiys
试用期	uyqi
试看	uikj
试种	uivs
试管	uigr
试行	uixk
试试看	uukj
试金石	ujui
试销	uixn
试问	uiwf
试题	uiti
试飞	uifw
试验田	uytm
诖误	gxwu
诗体	uiti
诗作	uizo
诗圣	uiug
诗坛	uitj
诗意	uiyi
诗文	uiwf
诗经	uijk
诗话	uihx
诗集	uiji
诘诎	jiqu
诘诎	jpqu
诚信	igxb
诚实	igui
诚挚	igvi
诚聘	igpb
诚邀	igyc
诛杀	vuua
话之佢	hvko
话之佢	hvqu
话剧团	hjtr
话务员	hwyr
话匣子	hxzi
话口未完	hkww
话名	hxmk
话咁易	hgyi
话唔埋	hwmd
话唔埋	hwmj
话唔定	hwdk
话头	hxtz
话头醒尾	htxw
话斋	hxvd
话时话	huhx
话茬	hxia
话费	hxfw
诟詈	gzli
诠释	qrui
诤友	vgyz
诤言	vgyj
该煨	gdww
详实	xlui
详尽	xljb
详解	xljp
诧异	iayi
诬陷	wuxm
语义	yuyi
语境	yujk
语意	yuyi
语文课	ywke
语气	yuqi
语汇	yuhv
语系	yuxi
语词	yuci
误事	wuui
误导	wudc
误时	wuui
误点	wudm
误用	wuys
误食	wuui
诱使	yzui
诱因	yzyb
诱杀	yzua
说不上	ubuh
说到底	uddi
说和	uohe
说大话	udhx
说时迟	uuii
说是	uoui
说服力	ufli
说空话	ukhx
说说笑笑	uuxx
说说笑笑	uyxx
说说笑笑	yuxx
说说笑笑	yyxx
说长道短	uidd
请便	qkbm
请功	qkgs
请愿	qkyr
请战	qkvj
请鎗	qkql
请饮	qkyb
诸位	vuww
诸如	vuru
诸葛亮	vgll
读书人	durf
读后感	dhgj
课件	kejm
课余	keyu
课时	keui
课目	kemu
课间	kejm
谁不知	ubvi
谁料	uvln
谁料	uwln
谂头	uftz
谂缩数	usuu
调令	dnlk
调头	dntz
调幅	tnfu
调控	tnks
调节器	tjqi
调解	tnjp
