的	dbd
鴝	qng
龠	yrc
嘸	okv
嗌	akm
嗌	ykm
疸	dba
硤	xun
紲	xsv
耬	lln
蚴	yil
蛸	xio
裰	dpy
謦	qyu
跣	xzp
踺	jzz
逯	lzv
陔	ger
凇	sds
堋	bto
堋	pto
屨	jun
峁	mee
廛	igt
栝	gmk
栝	kmk
栝	tmk
磴	dud
篌	hvu
芘	bcv
芘	pcv
葸	xcx
薏	ycx
踔	izu
鄞	yec
醢	hym
鉺	eje
鑔	ijx
鯪	law
仉	vrj
侉	krg
桄	gme
泮	pda
燠	yhn
皤	pbt
糲	lmd
蹀	dzm
顙	sya
鯗	xay
唪	fka
嗪	qkh
掭	tfx
畈	fty
簦	dvd
綈	tsp
胍	gog
胲	hor
艫	lvm
鋣	yje
錈	jjv
鮒	fac
崮	gek
庋	ggy
毳	cmm
箅	bva
縑	jsn
菹	zcq
蠆	ici
誶	syu
貺	kbe
隉	neg
隰	xeh
僬	jrh
匭	gkj
垧	utk
疔	dbd
肭	nod
蝤	qiy
諼	xyy
趑	zzq
軛	eiv
酐	gyu
醅	pyk
醑	xyo
醛	qyw
錟	tjh
劂	jdi
壠	ltl
悛	qxw
戥	dog
拶	zfd
礆	jua
筧	jvj
簟	dvu
蓴	icc
蒴	uco
藁	gcm
詿	gyt
讜	dyh
讞	yyq
邾	vep
陴	peu
鬏	jah
齔	iiv
剞	jdd
劬	qgl
埸	ytp
嬲	nnl
嶁	len
搿	gru
柝	tmd
桴	fmz
洧	wdo
浯	wdk
疝	ube
笱	gvk
肽	tod
舯	vva
艋	mvm
芤	kcv
葙	xco
鮪	wao
鴯	ena
佾	yro
墁	mty
嫘	lns
櫬	imj
煳	hho
硪	wud
礞	mun
菰	gcg
蚵	eik
趲	zzb
躦	zzb
鉬	mjo
鯡	faa
匚	kav
呋	fkn
媵	yon
崦	yev
楝	lmn
潲	udo
獯	xqh
瘵	vbx
紺	gsc
紼	fsa
莩	fcz
觫	sjn
輞	wiv
鐔	iju
鐔	tju
鐔	xju
髂	qgk
鬯	ikv
鷚	lny
亓	qea
劓	ydp
埕	itw
曷	hov
洚	jda
碲	duj
磲	qum
糶	tef
鞝	usk
芄	wcd
酚	fyd
鉿	hjk
鉿	kjk
髕	bgb
鰣	uac
俜	prg
劌	gdv
唚	qky
垤	dtt
枘	rmd
氽	trd
溷	hdn
甍	mcw
笪	dva
胬	nrn
舨	bvy
芟	ucy
蒽	ecx
銎	qjg
銨	ajn
鍶	sjx
骱	jga
鵒	ynb
岣	gek
岵	hek
懌	yxu
慝	txk
撟	jfk
掎	jfk
毹	urm
汆	crd
沲	ddv
湔	jdd
甙	dcq
罟	gsk
羼	iuy
菝	bcd
詎	jya
詘	qyk
譖	zyo
賚	lba
郄	qex
郄	xex
鐾	bju
鱟	hpa
啶	dkr
塍	iot
屺	qev
庥	xgm
掊	pfk
撙	zfc
柃	lms
檎	qmd
毿	ssm
瀋	udt
砘	duv
窶	jbn
肟	wog
蔸	dce
蚶	hic
蟶	iiw
躞	xzy
酯	vyo
鍰	hjy
餼	xum
勱	mcl
嘧	mke
嵫	zes
擐	hfy
湓	pdm
蝻	niu
蠖	hiy
觖	jjn
跬	kzt
鱖	gaq
鱖	jaq
仡	grg
仡	yrg
垌	dtk
垌	ttk
氆	pmo
氌	lmo
汔	qdg
篼	dve
緱	gsu
舾	xvx
蕕	ycq
蟯	nie
蠛	mic
蠲	jqi
褊	bpc
醣	tyk
駘	tmk
倮	lrn
僦	jrd
崾	yen
渫	xdm
瘞	ybt
簀	zvb
肼	joa
膃	wom
臁	lon
舳	vva
羋	maa
荽	scn
蕢	kcb
蠐	qia
袼	gpk
跫	qzg
遘	gza
儇	xry
埽	stj
庀	pgv
戇	gxl
戇	vxl
扃	jhk
搛	jfn
杪	mmp
浼	mdv
滏	fda
瓞	dgn
疃	tta
砟	vua
磽	que
禊	xpd
篥	lvm
簋	gvm
綮	qsh
苤	pca
踣	bzk
躐	lzv
酴	tyh
鉭	tja
鍤	ija
鎪	sjy
閫	kmm
鞔	mgv
鯖	qao
鷦	jnr
黲	chp
黼	fad
榀	pmk
榘	jmu
榘	jua
氵	uda
澮	hdo
澮	kdo
炱	tsh
煺	thz
犋	jnb
礱	llu
秕	bhv
秈	xme
耜	slk
肀	yva
肫	iov
肫	vov
肷	qoq
胂	uoa
莛	tcu
襉	jpo
逭	hzb
釙	pjd
釕	lja
鈽	bjj
髑	dgi
鰒	faw
鼯	wuk
佴	ere
佴	nre
吲	yka
幬	cjc
幬	djc
幬	ijc
搌	vfn
擗	pfu
桷	jmj
氡	dqd
氬	yqa
溴	xdq
畋	twt
硐	duk
餱	hmu
腠	cod
葶	tcd
袷	qpk
陬	zey
黌	hdb
齠	tik
嚌	jka
埴	vtq
岜	bev
徂	cra
惝	ixk
惝	txk
烀	hha
眢	yop
瞵	loa
筇	qve
簏	lvl
薌	xce
蝽	iio
蟪	hix
郫	pep
釹	njn
鈁	fjf
鎘	gja
鏝	mjy
顬	rya
黹	vad
壢	ltv
埤	ptu
廾	gaa
彳	ipa
楦	xma
氙	xqe
澌	sdj
畛	vtp
疳	gbc
癉	dba
砉	hfu
砉	xfu
砹	aux
碡	vud
穸	xbd
纘	zsb
羥	qyg
膦	loa
菪	dcu
虼	gig
蛘	yiy
蟎	mir
裼	tpp
裼	xpp
迕	wzr
鈰	ujj
鋨	ejd
鋦	jjk
鍃	hjx
鎵	jjn
鐓	djw
鐿	yjx
霪	yyu
騍	kmn
鵓	bnu
囅	ikn
哿	glk
噍	jkh
埝	ntx
弳	jgg
攉	hff
浞	vdz
瀦	vdo
畀	bta
糴	drf
罱	lsu
羰	tyh
腖	don
胩	kod
舴	zva
苊	ecv
茆	mce
茛	gcn
蕆	icb
蟣	jid
蠊	lin
裒	pwy
襞	byu
覘	iaj
軺	yik
鎄	ajy
髹	xam
鶇	dna
哌	pkn
垸	hte
垸	yte
埏	utv
埏	ytv
墼	jta
帙	vjn
悃	kxm
揲	ufm
晡	bod
榍	xmo
榱	cmy
殪	ydd
淠	pda
漤	ldn
癧	lbv
砑	yup
繰	qsm
繰	ssm
罘	fsd
藶	lcv
萆	bcu
諗	uyx
鄹	zee
酞	tyd
鍆	mjm
銩	djs
鎇	mjo
髟	bap
鱺	lal
鰷	tam
鰉	haw
鷳	xnm
鸌	hny
埒	ltc
崬	den
愨	qxu
攵	wpx
桊	jbm
桕	jma
槔	gmu
漵	xdw
漶	hdx
牾	wnk
畎	qtq
癤	jbe
矧	uua
稂	lhn
窀	vbv
籀	vvt
腈	joo
苄	bcd
薷	rca
褙	bpo
賻	fbc
跽	jzx
釤	ujp
錆	qjo
鎿	nju
饔	ywu
驏	imz
鱅	yaa
坌	btb
宀	bdv
氍	qom
潙	wdh
洫	xdx
澉	gdw
瀹	ydc
爨	cph
珧	ywd
瘊	hbu
瞍	soy
硇	nux
筘	kvk
粢	cmd
粢	zmd
聹	ned
舁	ypc
艚	cvo
荸	bcz
蜱	piu
釷	tjt
銱	djj
銚	djd
銚	tjd
銚	yjd
骺	hgk
鱝	fab
劐	hdc
哳	vkj
唼	ukn
忮	vxy
恝	jxf
戔	jgg
槧	qmi
瘕	jby
瘕	xby
瘛	ibx
瘼	mbd
祓	fpd
窆	bbn
窬	ybd
篚	fva
粞	xmx
羧	syw
脬	poz
艽	jcj
艽	qcj
葜	qcd
蓰	xcr
覿	duj
豇	jdg
軹	vib
醵	jyn
鈮	njv
鐨	fjb
阼	zea
鞴	bga
鮁	bad
鮚	jak
垵	atn
夂	wpn
恧	nxa
憝	dxw
搋	ifh
氕	pqp
洳	rdk
湞	vdb
濞	bda
濞	pda
礤	cux
聱	aef
艹	caa
蟓	xin
襻	ppu
趼	jzc
迮	zzr
釓	gjv
銣	rjk
鐠	pjo
駔	zmq
鰹	jat
鰵	mar
鵂	xrn
嚆	hkk
堍	ttv
嶝	ded
巛	vvv
廒	agw
榿	qmd
櫫	vma
爝	jhc
甾	zvt
痄	vba
癀	hbb
筲	uvo
籜	tvu
罾	zso
耵	ded
艤	yvd
蕒	mcb
蕹	wcf
誄	lyn
贐	jbm
蹯	fzt
釔	yjg
鈳	kjk
銪	yjo
鏷	pjn
鱭	jaa
鯔	zat
鱧	lad
鶥	mnv
塥	gta
庳	bgu
怊	ixk
捃	jfk
揞	afo
揞	yfo
洎	jdo
潿	wda
灄	ude
猸	mqo
甓	pwu
瘃	vbn
瞀	mos
砼	tug
礓	jua
綆	gsn
耱	mlu
脎	som
脒	mom
脞	cot
萜	tck
蕻	hcb
薤	xca
躒	lzm
轢	lim
鐦	kjc
鋟	qjy
餷	iua
鮐	tak
鯇	hae
仫	mrs
垡	ftr
堖	ntx
岍	qec
崞	gez
棖	imn
毪	mmn
牮	jnr
癃	lba
瞘	kok
眵	iod
稃	fhz
筢	pvv
腙	zox
舭	bvv
菥	xcj
蜾	gin
螬	cio
螵	pix
衄	nxa
譾	jyy
躔	izt
郛	fev
酤	gyk
鉕	pjk
錇	pjk
鑹	cju
阢	wee
鼷	xud
劁	qdr
埭	dtn
墚	ltm
攄	ufx
撖	hfw
泐	ldl
潷	bda
牿	gnk
犏	pnc
猹	iqa
猹	vqa
疰	vbw
痃	xbs
瘂	yba
瘥	cbg
瘥	ibg
磉	sum
箢	yvv
籪	dvj
繢	hsb
緶	bsn
耥	tlk
脲	nod
膪	iol
膪	vol
苠	mcq
茳	jcg
薟	lcr
薟	xcr
蒎	pcn
蒡	bcf
虍	haq
螗	tik
貰	ubc
軎	iak
醌	kyv
醭	byn
鐒	ljl
錸	ljn
鑥	ljo
阽	dek
馘	gqk
鯴	uai
鵯	bnp
鼽	qpj
傺	irx
勹	bpv
喹	kkt
戤	ggg
攴	vay
瀵	fdb
#level1
#level2
#other
○	lvv
⺕	jga
〇	loo
㐖	jgv
㑇	vre
㑊	yrd
㑩	lrd
㑳	vre
㓤	jdu
㓥	tde
㓥	tdx
㕮	fkx
㕮	tkx
㕵	wkw
㖞	wkn
㗎	gkm
㗎	jkm
㗾	xkb
㘎	hkw
㘚	hkw
㙍	dty
㙘	ytn
㙦	xtr
㚻	jtn
㛃	jnf
㛚	tna
㛹	pnn
㜺	znb
㞎	bub
㞹	kek
㟃	sek
㠇	jed
㠓	men
㤘	vxe
㥄	lxw
㥮	vxe
㧐	sfy
㧑	wfd
㧟	kfk
㨃	dfz
㨃	ifz
㨘	xfo
㨢	bfb
㩒	qfx
㩧	bfu
㩳	sfy
㫰	lon
㬊	hoy
㬎	xho
㬚	iow
㭎	gmx
㭕	qms
㮾	lmd
㰀	lmd
㳇	fdx
㳘	ide
㳚	ydd
㳠	ddz
㴔	sdx
㴔	ydx
㵐	jdq
㶲	yha
㶶	nhn
㷫	hhh
㸆	kha
㸌	hha
㹢	jqk
㹴	gqn
㺄	yqd
㻬	twv
㽏	gdc
㿠	hbg
䁖	lon
䁪	voj
䂮	lfu
䃅	duu
䃎	vud
䅟	chp
䌹	jsk
䎃	ray
䎖	zby
䏝	vod
䏡	uox
䏲	dop
䏲	top
䐃	jok
䓖	qcl
䓛	fce
䓛	gce
䓛	qce
䓨	ycf
䓫	qck
䓬	vcu
䗖	dij
䗛	xij
䗪	vgi
䗴	tiz
䜣	xij
䜣	yij
䝙	ivk
䟴	vzy
䢛	jzk
䢺	iee
䢼	gec
䣘	tex
䥺	yjp
䥽	pjd
䦃	vjo
䲟	yae
䲠	iyo
䲢	toy
䴉	hns
䴓	una
䴔	jnw
䴕	lnd
䴖	jnf
䴗	jno
䴘	tnp
䴙	pnu
䶮	yld
丏	mag
丑	iva
专	vad
业	yaa
丛	car
东	dad
丝	sav
丢	dps
两	lad
严	yai
丧	sun
个	gra
丰	faa
临	laa
为	wld
丼	dad
丽	lad
举	jxa
乂	ypn
么	mps
么	yps
义	yxd
乌	wpa
乐	lpd
乐	ypd
乔	qpa
乘	ipn
乘	upn
习	xga
乡	xvp
书	uvd
买	mvd
乸	nxd
亂	lvv
于	yau
亏	keg
云	yes
亘	gaa
亚	yaa
亞	yaa
产	ilp
亩	mwt
亲	qlm
亵	xwy
亶	dwa
亸	dwa
亹	mwq
亹	wwq
亿	yrg
仅	jry
仆	prd
仇	irj
仇	qrj
从	crr
仑	lrv
仓	crv
仪	yrd
们	mrm
价	jra
仿	frf
伈	xrx
伋	jrn
众	vrr
优	yrd
伙	hrh
伛	yrx
伞	sru
伟	wra
传	ird
传	vrd
伣	qrj
伤	url
伥	irn
伦	lrv
伧	crv
伧	irv
伪	wrd
伫	vra
伭	xrd
伾	pra
佁	irk
佁	yrk
佖	brp
佛	fra
佢	qra
佣	yra
佥	qra
併	brc
佸	hrk
佺	qrw
佽	crq
侁	ure
侂	trq
來	lan
侘	irq
侠	xrn
侣	lrk
侥	jre
侥	yre
侦	vrb
侧	crd
侧	vrd
侧	zrd
侨	qra
侩	krs
侪	ira
侬	nrn
侴	hrd
侹	trz
俊	jrw
俍	lrn
俔	qrj
俙	xrj
俣	yrd
俥	iri
俦	irc
俨	yri
俩	lrd
俪	lrd
俫	lrn
俭	jra
修	xrp
俵	bry
俶	iry
俶	try
倈	lrn
倓	trh
倕	ira
倞	jrx
倞	lrx
借	jro
倣	frw
値	vrv
倧	zrx
倴	brc
债	vrb
倻	yre
倾	qra
偁	ira
假	jry
偓	wrt
偡	vrv
偬	zrx
偭	mra
偯	yry
偰	xrd
偲	srx
偺	zro
偻	lrn
偾	frb
偿	irs
傃	srx
傉	nrc
傒	xrd
傕	jrf
傕	qrf
傚	xrw
傥	tre
傧	brb
储	iro
傩	nrf
傳	irc
傳	vrc
僇	lrp
僎	vrc
僔	zrc
僜	dra
僩	xro
僰	bra
僵	jra
價	jrb
儅	drt
儉	jrr
儦	brh
儳	ird
儴	rry
儴	xry
儸	lrf
儿	epv
克	kue
兑	dbe
兒	epe
兖	ywe
兩	lar
兰	lqe
兲	twb
关	gqd
兴	xxb
兹	cqs
兹	zqs
养	yya
兽	ubk
冁	ibn
内	nad
冇	muk
冈	gkx
冊	caa
冏	jkk
冔	xoa
冚	kbe
军	jbi
农	ndn
冧	lbm
冬	dwd
冮	gdg
冯	fdm
冯	pdm
冲	ida
决	jdn
况	kde
冻	ddd
净	jda
凄	qdn
准	vdf
凉	ldx
凌	ldw
减	jdk
凑	cdd
凓	ldm
凘	sdj
凛	ldx
几	jpg
凤	fjy
凫	fnj
凭	pjr
凯	kej
凶	xkx
齣	ivk
击	jak
凿	zau
刍	ide
划	hdg
刘	ldw
则	zdb
刚	gdk
创	idr
删	udp
别	bdk
刬	idg
刭	jdv
刮	gdp
制	vdp
刹	idx
刹	udx
刽	gdr
刿	gde
剀	kde
剂	jdw
剅	lda
剐	gdk
剑	jdr
剒	cdc
剕	fda
剗	idg
剟	ddy
剥	bde
剦	ydd
剧	jdu
剩	udp
剷	idl
劄	vdv
劍	jdr
劏	tdx
劑	jdw
劝	qyl
办	bld
务	wwl
劢	mal
动	del
劲	jvl
劳	lcl
劻	kkl
劼	jul
势	ulf
勋	xkl
勍	qwl
勔	mal
勗	xol
勚	ycl
勛	xkl
勞	lhl
勠	lyl
勣	jfl
勦	ivl
勦	jvl
勩	ycl
勳	xpl
勵	lil
勸	qcl
匀	yga
匜	yky
匦	gkj
匮	gkb
匮	kkb
匼	kkk
匼	qkk
匽	ykn
區	okk
區	qkk
千	qpu
升	upc
卌	xaa
卍	wxx
华	hur
协	xud
卐	wxx
单	dba
单	iba
单	uba
卖	mud
卜	bad
占	vak
卢	lau
卤	lax
卧	wkd
卫	wea
卬	aep
卬	yep
卲	ued
却	qeu
卷	jbv
卺	jvv
厂	iap
厅	tid
历	lil
厉	lip
压	yid
厌	yiq
厍	uii
厕	cid
厕	sid
厖	mip
厘	lia
厢	xio
厣	yia
厦	uiw
厦	xiw
厨	iic
厩	jiv
厮	sij
厾	dgs
县	xqs
叁	sss
参	csp
参	usp
參	csp
參	usp
叆	aey
叇	dez
发	fvd
叕	jyy
叕	lyy
叕	vyy
叕	yyy
变	bwy
叙	xry
叚	jvy
叚	xvy
叠	dyq
只	vkb
台	tsk
叶	xku
叶	yku
叹	tky
叽	jkj
吁	xku
吁	yku
吅	skk
吅	xkk
合	grk
合	hrk
吊	dkj
吋	ckv
同	tkk
后	hpk
向	xpk
吓	hkd
吓	xkd
吔	ykx
吕	lkk
吗	mkm
吣	qkx
吨	dkv
听	tkj
启	qhk
吴	wkd
吽	hkn
呇	qdk
呎	ikn
呐	nkd
呒	okv
呓	ykg
呕	okx
呖	lkl
呗	bkb
员	ybk
呙	gkd
呙	hkd
呙	wkd
呛	qkv
呜	wka
呣	mkd
呣	okd
呣	vkd
周	vpk
呪	vke
呯	pku
咁	gka
咇	bkx
咈	fka
咉	ykn
咍	hkk
咏	ykn
咑	dkd
咗	zkg
咙	lkl
咛	nkd
咝	ska
咡	eke
咤	vkq
咥	dkt
咨	zkd
咲	gkd
咸	xgk
咹	akn
咹	ekn
咹	vkn
咺	xka
咽	ykd
哃	tkk
哄	hkb
哋	dkx
响	xkk
哑	yka
哒	dkz
哓	xke
哔	bku
哕	hkd
哕	ykd
哗	hku
哙	kks
哜	jka
哝	nkn
哟	ykd
哢	lkc
哣	dka
哣	pka
哱	bkz
哱	pkz
哷	lkc
唇	iik
唎	lkd
唓	iki
唛	mkw
唝	gkb
唝	hkb
唞	dku
唞	tku
唠	lkl
唡	lkr
唢	skb
唤	hkn
唥	lks
唦	ukp
唵	akv
唶	cko
啋	ckm
啗	dka
啞	yka
啟	qwh
啢	lkr
啣	xke
啧	zkb
啩	gkd
啫	uko
啫	vko
啬	suk
啭	vkd
啮	nkk
啯	gkw
啰	lkd
啱	nou
啱	you
啲	dkd
啴	ika
啴	tka
啸	xka
啹	kkk
喂	wkn
喆	vuk
喎	wkk
喐	yek
喤	hkw
喨	lkj
喫	ikd
單	dka
單	ika
單	uka
喯	bkc
喷	pkb
喺	xox
喽	lkn
喾	kxk
嗊	gkb
嗊	hkb
嗐	hkk
嗞	zkd
嗫	nky
嗮	sky
嗰	gkk
嗱	nku
嗳	aky
嗹	lkz
嗻	vkh
嘅	gke
嘐	xkp
嘓	gka
嘘	uka
嘘	xka
嘚	dkc
嘡	tkt
嘢	yka
嘤	ykn
嘥	skr
嘩	hku
嘽	ika
嘽	tka
噀	xkc
噁	ekx
噁	wkx
噂	zkc
噃	bkt
噇	ika
噉	dkw
噏	hky
噏	xky
噜	lko
噪	zkm
嚄	hky
嚄	oky
嚐	iko
嚙	nkv
嚚	ykk
嚟	lkd
嚣	xkk
嚭	puk
嚲	dwa
嚴	ykw
囃	zkf
囉	lkf
囌	skh
囍	xuk
囑	vki
囜	nks
回	hkk
团	tkp
囧	jkk
园	yke
困	kkm
囱	cpd
围	wka
囵	lkv
囷	qkh
囸	rkv
图	tkd
圆	ykb
圈	jkv
圈	qkv
國	gka
圌	ika
圍	wka
圐	kkf
圓	ykb
圖	tkk
團	tkc
圙	lka
圢	ttd
圣	uty
圫	vtq
圫	ytq
圲	qtu
圹	ktg
场	itp
坂	bty
坉	dtv
坉	ttv
坋	btd
坋	ftd
坏	htd
坐	ztr
坒	bat
块	ktn
坚	jta
坛	tts
坜	ltl
坝	btb
坞	wta
坟	ftw
坠	vte
坥	qtq
坬	gtg
坰	jtk
坽	lts
垄	ltl
垅	ltl
垆	ltu
垈	dtr
垍	jto
垎	htk
垏	lta
垒	lts
垕	hpt
垙	gtg
垚	ytt
垞	itq
垟	yty
垦	ktv
垩	eta
垫	dtf
垭	yta
垯	dtz
垱	dte
垲	ktv
垴	ntk
垺	ftz
垺	ptz
垾	htu
垿	xta
埆	jtj
埆	qtj
埇	yta
埌	ltn
埗	btp
埘	utc
埙	xtb
埚	gtd
埞	dtr
埪	ktg
埫	itk
埫	utk
埯	atv
埵	dta
埼	qtk
堃	ktf
堉	yto
堌	gtk
堎	ltw
堐	ytt
堑	qti
堧	rtd
堨	atr
堨	etr
堨	vtr
堨	ytr
堲	jtv
堼	ftt
堽	gtv
堾	ito
塀	ptc
塃	htv
塅	dty
塆	wtg
塈	jtv
塚	vtn
塝	btf
塤	xtb
塭	wtm
塮	xtc
塱	ltd
塽	utx
墈	ktl
墐	jta
墑	dtk
墕	yth
墘	qtg
墙	qtk
增	zto
墡	utl
墣	ptn
墦	ftt
墮	dte
墮	hte
墶	dtz
壋	dtt
壓	yit
壗	jtm
壘	ltt
壞	hty
壤	rty
壪	wtg
壯	vdu
壳	kuj
壳	quj
壶	hua
壸	kua
壹	yud
壼	kua
壽	uuc
处	iwd
备	bwt
复	frw
夐	xdw
够	ggd
夫	fan
夬	gvn
头	tdd
夸	kdg
夹	gan
夹	jan
夺	ddc
夼	kda
奀	ead
奀	nad
奁	ldx
奂	hdn
奅	pde
奋	fdt
奓	idd
奓	udd
奓	vdd
奖	jdd
奡	aaa
奧	apd
奭	udb
奸	jnu
妆	vdn
妇	fne
妈	mnm
妘	yns
妠	nnr
妧	wne
妧	yne
妩	wnv
妪	ynx
妫	gnd
妭	bnd
妳	nnx
姅	bna
姈	lns
姗	una
姜	jyn
姞	jnk
姤	dnk
姤	gnk
姪	vnt
姮	hna
姱	hnv
姱	knv
姶	enk
姶	ynk
姹	inq
姽	gnv
娀	sng
娄	lmn
娅	yna
娆	rne
娇	jna
娈	lwn
娘	nnn
娱	ynd
娲	wnr
娴	xnm
娵	jny
婌	uny
婍	qnk
婘	jnv
婘	qnv
婞	xnu
婠	wnk
婤	ink
婤	vnk
婥	inu
婫	hnv
婫	knv
婳	hnk
婴	ynb
婵	ina
婶	sna
婻	nnu
婼	rnk
媂	dnj
媂	tnj
媄	mnd
媆	nnd
媆	rnd
媓	hnw
媖	ynn
媞	tnr
媪	anm
媭	xnp
媯	gnh
媱	ynf
嫄	ynx
嫐	nnn
嫑	ban
嫑	man
嫒	any
嫔	pnb
嫕	ynx
嫚	mny
嫪	lnp
嫭	hnu
嫱	qnk
嫲	mng
嫻	xnm
嫽	lnx
嫿	hna
嬃	xnp
嬛	hny
嬛	qny
嬛	xny
嬝	nny
嬥	tnf
嬬	rna
嬷	mns
嬿	ynh
孃	nny
孅	qig
孅	xig
孖	mzz
孖	zzz
孙	szx
孪	lwz
學	xzp
宁	nbd
实	ubd
宠	ibl
审	uba
宧	yba
宪	xbe
宫	gbk
宬	ibv
家	jbn
宽	kbj
宾	bbb
寀	cbm
寁	zbr
寢	qby
實	ubb
寫	xbh
寬	kbd
寶	bbb
对	dyc
寻	xec
导	dvc
將	jdc
專	vac
對	dac
尐	dxn
尔	edx
尘	itx
尝	ixs
尧	yae
尨	lud
尨	mud
尨	pud
尪	wuw
尫	waw
尴	gjm
尸	uvp
尽	jud
局	juk
层	cus
屃	xbu
屄	bub
屆	jua
屉	tuv
屌	duj
屓	xbu
屘	muz
屝	fua
屡	lun
屦	jun
屬	uui
屬	vui
屮	iva
屼	wee
屾	uee
屿	yea
岁	sed
岂	qev
岊	jve
岖	qex
岗	gex
岘	xej
岙	ape
岚	lef
岛	dne
岞	zea
岠	jek
岨	jeq
岩	yeu
岭	les
岽	ded
岿	kee
峂	ted
峃	xxe
峄	yea
峗	wev
峘	hea
峛	led
峣	yee
峤	jea
峤	qea
峥	vea
峦	lwe
峧	jef
峰	fef
峱	nqe
峽	xen
峿	wek
崀	len
崁	keq
崂	lel
崃	len
崄	xea
崌	jek
崒	cei
崒	zei
崙	lrc
崚	lew
崟	yej
崡	hek
崭	vej
崶	fec
崿	eev
嵁	kev
嵁	vev
嵅	heg
嵎	yed
嵖	iea
嵘	rem
嵚	qeq
嵝	len
嵲	nem
嶅	afe
嶍	xeb
嶒	ceo
嶓	bet
嶔	qeq
嶟	zec
嶢	yee
嶦	uek
嶦	vek
嶨	xep
嶮	xer
嶲	geg
嶲	jeg
嶲	xeg
嶽	yeq
巅	dea
巇	xeg
巉	iev
巖	yew
巢	ivn
巨	jka
巩	ggd
巯	qvv
币	bpj
布	buj
帅	uaj
师	uaj
帏	wja
帐	vjn
帘	lbj
帜	vjb
帟	ywj
帡	pjc
带	dfj
帧	vjb
帨	uje
席	xgj
帮	bjf
帱	cjc
帱	djc
帱	ijc
帶	dfj
帻	zjb
帼	gjw
幂	mbj
幖	bjx
幞	fjn
幪	mjn
干	gau
并	bqc
幸	xtu
广	gdi
庄	vgt
庆	qgd
床	igm
庐	lgh
庑	wgv
库	kgi
应	yga
庙	mga
庞	pgl
废	fgd
庤	vgc
庱	igw
庵	agv
庼	qga
廆	ggg
廆	hgg
廆	wgg
廋	sgy
廎	qga
廕	ygs
廙	ygc
廢	fgy
廣	ggb
廪	lgx
廳	tgx
开	kac
异	yvc
弃	qwc
弆	jtc
弇	yrc
弍	eed
弑	uxd
张	vgn
弢	tgy
弥	mgx
弦	xgs
弨	igk
弪	jgg
弯	wwg
弶	jgx
弸	pgo
弹	dga
弹	tga
强	jgi
强	qgi
彆	bgx
彈	dga
彈	tga
彊	jga
彐	jva
归	gae
当	dxe
彔	lvd
录	lvd
彙	hvn
彟	hey
彠	hey
彦	ylp
彧	ykd
彩	cvp
彻	ird
彿	fpa
彿	fra
征	vrv
徑	jrg
徕	lrn
徛	jrk
從	crr
御	yre
徬	prf
徵	vrw
德	drx
忆	yxg
忏	ixu
志	vxu
忞	mwx
忞	wwx
忧	yxd
忳	dxv
忳	txv
忳	vxv
念	nxr
忺	xxq
忾	kxq
忾	xxq
怀	hxd
态	txd
怂	sxr
怃	wxv
怄	oxx
怅	ixn
怆	ixv
怗	txk
怜	lxs
总	zxb
怼	dxy
怿	yxa
恆	hxa
恓	qxx
恓	xxx
恔	jxf
恔	xxf
恤	xxx
恳	kxv
恶	exa
恶	wxa
恸	txl
恹	yxq
恺	kxv
恻	cxd
恼	nxk
恽	yxi
悆	urx
悆	yrx
悈	jxg
悈	kxg
悗	mxv
悢	lxn
悦	yxe
悫	qxu
悬	xxq
悭	qxt
悯	mxw
悰	cxx
惇	dxz
惊	jxx
惎	jqx
惓	qxv
惔	dxh
惔	txh
惗	nxx
惙	ixy
惛	hxo
惛	mxo
惠	hxa
惡	exa
惡	wxa
惧	jxb
惩	ixr
惫	bxw
惬	qxn
惭	cxj
惮	dxa
惯	gxb
惱	nxx
愃	xxa
愈	yxr
愐	mxa
愒	kxv
愔	yxo
愠	yxm
愤	fxb
愦	kxb
愬	sxb
愭	qxo
愿	yix
慆	txa
慇	ypx
慑	uxy
慓	pxx
慘	cxp
慥	zxz
慬	jxa
慬	qxa
慭	yax
憕	dxa
憕	ixa
憕	vxa
憖	yxa
憙	xux
憭	lxx
憺	dxk
應	ygx
懑	mxd
懒	lxb
懔	lxx
懞	mxn
懞	mxx
懷	hxy
戀	lxs
戆	gxl
戆	vxl
戋	jad
戏	xyg
戗	qrg
战	vag
戙	dkg
戚	qgx
戣	kvg
戬	jag
戭	ybg
戰	vkg
戱	xhg
戲	xhg
户	hdu
戾	lhq
扂	dhk
扅	yhd
扆	yhy
扊	yhh
才	cap
扎	vfv
扑	pfd
托	tfq
扞	hfu
扣	kfk
执	vfd
扩	kfg
扪	mfm
扫	sfe
扬	yfp
扰	rfd
扱	xfn
扺	vfq
扽	dfv
抃	bfd
抆	mfw
抆	wfw
抌	vfe
抔	pfx
折	ufj
折	vfj
抚	ffv
抛	pfl
抟	tfd
抠	kfx
抡	lfv
抢	ifv
抢	qfv
护	hfh
报	bfy
抦	bfr
抬	tfk
抵	dfd
拂	ffa
拃	vfa
拏	nun
拐	gfl
拑	qfc
拔	bfd
拜	buf
拟	nfr
拢	lfl
拣	jfd
拤	qfd
拥	yfa
拦	lfs
拧	nfd
拨	bfd
择	vfa
择	zfa
挂	gft
挓	vfq
挙	jxu
挚	vuf
挛	lwu
挝	vfz
挝	wfz
挞	tfz
挠	nfe
挡	dfe
挢	jfa
挣	vfa
挤	jfa
