双星	aabj
送审	vynb
卷宗	vynf
人情味	vyof
关防	vypd
眷属	vypj
养老院	vypn
送回	vyqo
养虎遗患	vyqo
送饭	vyrl
送行	vysf
送死	vytd
钻戒	vyth
送修	vyti
送信	vyti
首发式	vyti
人大代表	vytl
养老保险	vytp
送来	vytx
合情合理	vyve
养老金	vyvi
送命	vyvt
养老送终	vyvw
镣铐	vyvy
父老乡亲	vywd
人大常委会	vywv
关灯	vyxt
贪大求全	vyxv
前怕狼后怕虎	vyxy
钻孔	vyzl
决意	vzdb
剃刀	vzdi
决然	vzdy
决非	vzen
锄强扶弱	vzfz
递升	vzjh
剃度	vzjh
递补	vzjk
递延	vzjl
递加	vzjo
递归	vzne
弟兄	vzow
弟妹	vzrf
弟媳	vzrj
铺张浪费	vzsz
分子式	vzti
决出	vzue
差强人意	vzvd
递减	vzvj
决绝	vzwr
递给	vzwv
舍己救人	vzxv
绝处逢生	waaj
当务之急	wadr
凤梨	wahn
业务范围	wahq
常务委员会	wahv
终了	waji
终成	wajj
缝补	wajk
常备不懈	wajy
终将	wakd
绛紫	walt
终场	walz
终归	wane
凤冠	wanf
业务员	waob
终局	wapj
绦虫	waqi
绝对化	watt
绝对值	watx
终天	waty
缀合	wavt
缝合	wavt
缝纫	wawd
终古	waxo
终老	wayt
光明日报	wbbf
红日高照	wbdb
风景秀丽	wbht
绵里藏针	wbhv
继电器	wboo
风景如画	wbrt
光明正大	wbty
五星红旗	wbwd
风景线	wbwf
兴旺发达	wbyy
纸条	wcam
纸头	wcdd
纳西族	wcdh
纸鹞	wcjl
纸牌	wckg
纸片	wcki
纸箱	wckm
纸板	wcmj
纸样	wcmv
纸巾	wcni
纸鹤	wcpi
纸屑	wcpw
纸型	wcth
纸钱	wcvf
纸鸢	wcvg
维也纳	wcwn
纸烟	wcxq
统购	wdbs
绊脚石	wdci
绞车	wdci
纺车	wdci
统辖	wdcn
五脏六腑	wddd
凡由	wddi
纹眉	wddj
红头文件	wddt
绷脸	wddv
缔交	wddv
儿童文学	wddw
编外	wddy
纹理	wdeb
统建	wdef
编录	wdes
风月无边	wdfj
统揽	wdfn
当之无愧	wdfy
凡世	wdhl
绷带	wdhn
儿童节	wdhp
统共	wdhv
统计表	wdil
编订	wdit
绞痛	wdjd
红旗手	wdjf
编成	wdjj
编入	wdjn
绞架	wdjo
兴高彩烈	wdjt
常胜将军	wdkn
统管	wdkn
编年	wdlc
绳之以法	wdls
编校	wdmd
凡尘	wdml
当头棒喝	wdmo
绷紧	wdna
凡间	wdnb
统帅	wdnn
绞盘	wdns
编内	wdnv
凡响	wdoj
纹路	wdol
削壁	wdpo
编队	wdpv
纹饰	wdrl
编列	wdtd
绞刑	wdth
编修	wdti
当头一棒	wdtm
乡亲们	wdtn
削平	wdtv
削价	wdtv
编曲	wdui
凡需	wduj
编创	wdvc
统分	wdvd
纹银	wdve
凡人	wdvi
纺锤	wdvj
统领	wdvj
统合	wdvt
编余	wdvt
纺织厂	wdwj
纺纱	wdwm
编组	wdwq
编绘	wdwv
纺丝	wdww
五方杂处	wdxa
凡有	wdxd
凡在	wdxi
绞杀	wdxm
绷直	wdxq
削发	wdya
编发	wdya
统考	wdys
当量	webt
当头	wedd
绿肥	wedd
当夜	wedt
当班	weey
当世	wehl
绿荫	wehp
绿茵	wehq
当权	wema
绿树	wema
绿林	wemm
当归	wene
当官	wenp
当空	wenv
绿叶	weox
当好	werz
绿水	wesi
当政	wetl
绿豆	weto
当道	wevj
当铺	wevt
当众	wevv
当过	wexd
当真	wexq
绿灯	wext
绑票	wfcf
绑匪	wfcn
线头	wfdd
绑腿	wfde
线衣	wfdk
五指山	wfei
耀武扬威	wffj
绑扎	wffl
常规武器	wffo
线报	wffp
红艳艳	wffr
红扑扑	wffy
纬度	wfjh
线段	wfjk
常抓不懈	wfjy
线装	wfkl
线材	wfmx
尚无定论	wfni
绑定	wfnt
风云际会	wfpv
乡规民约	wfpw
线圈	wfqv
线形	wfth
凡夫俗子	wftz
线人	wfvi
风云人物	wfvj
纬线	wfwf
绑缚	wfwt
常规战争	wfyr
经贸部	wgdo
五台山	wgei
举目无亲	wgfd
红眼病	wgjt
缴款	wglf
红白喜事	wglt
缴械	wgmt
缴枪	wgmv
缴销	wgvw
风和日丽	whbt
举世无双	whfa
绣花鞋	whhp
绣鞋	whhp
绣花	whht
光秃秃	whhw
经营不善	whjv
学艺不精	whjx
经营管理	whke
光荣榜	whmd
举世闻名	whnd
兴利除害	whpn
兴利除弊	whpv
纯利润	whsn
绣像	whtr
光芒万丈	whtx
风花雪月	whud
纳税人	whvi
五花大绑	whyw
几条	wiam
红日	wibi
几日	wibi
红果	wibm
红晕	wibn
几时	wibx
五音	widb
几多	widd
儿郎	wide
五脏	widj
红颜	widj
几部	wido
红肿	wido
红脸	widv
红斑	wied
红运	wifg
红眼	wige
五香	wihb
红花	wiht
几项	wiij
几许	wiil
几度	wijh
几斤	wijj
几所	wijj
几斤	wijk
几近	wijk
五彩	wijm
几架	wijo
几座	wijv
几番	wijx
几篇	wikd
红牌	wikg
红装	wikl
红妆	wikr
红土	wili
统计表	wilk
红木	wimi
几样	wimv
几周	winl
五内	winv
几口	wioi
编译器	wioo
几只	wiov
红叶	wiox
几届	wipd
几层	wipf
统计图	wiqa
五讲四美	wiqv
红娘	wird
儿媳	wirj
五好	wirz
几滴	wisd
红包	wise
五行	wisf
红海	wisl
红润	wisn
红酒	wisu
五洲	wisy
几下	witd
几倍	witd
几万	with
五万	with
几集	witi
几件	witk
红枣	witn
儿歌	wito
红豆	wito
儿化	witt
几代	witv
几下	wity
几亿	witz
红心	wiui
红人	wivi
红领巾	wivn
几曾	wivq
五谷	wivv
红线	wiwf
风言风语	wiwi
几朵	wiwm
红学	wiwn
统计学	wiwn
几组	wiwq
红光	wiww
几粒	wixd
统计数据	wixf
红糖	wixj
红烛	wixq
红灯	wixt
红粉	wixv
红烧	wixx
几步	wiyi
几套	wiyk
儿孙	wizm
幻影	wjbd
几百万	wjbt
练习题	wjbt
光彩照人	wjbv
幼时	wjbx
幼童	wjdb
乡音	wjdb
举手之劳	wjdh
绥靖	wjdl
纤毫	wjdo
纤柔	wjdt
学习班	wjey
举手投足	wjfo
纽扣	wjfo
堂而皇之	wjgd
绝不能	wjgd
举重若轻	wjhc
缓期	wjhe
幼稚园	wjhq
幼苗	wjhq
乡愁	wjhx
乡谊	wjin
学生证	wjit
纤巧	wjit
乡试	wjit
纤手	wjjf
纤毛	wjjf
乡愿	wjjg
乡办	wjjv
缓释	wjjx
乡长	wjki
幻境	wjld
乡土	wjli
绵延起伏	wjlt
继承权	wjma
幻术	wjmd
风向标	wjmf
幼小	wjmi
纤小	wjmi
纤尘	wjml
幼林	wjmm
幻梦	wjmm
练习本	wjmt
乡间	wjnb
乡民	wjpt
缄默	wjqh
幼虫	wjqi
乡思	wjqu
缓期	wjqv
缓急	wjre
缠身	wjri
幼女	wjri
幻象	wjro
逍遥法外	wjsd
缓行	wjsf
风生水起	wjsl
继承法	wjsl
缓不济急	wjsr
缓征	wjst
乡下	wjtd
缠住	wjtd
经不住	wjtd
五边形	wjth
幼体	wjtm
纤体	wjtm
绥化	wjtt
幻化	wjtt
幻灭	wjtx
乡下	wjty
练习曲	wjui
乡曲	wjui
级差	wjvf
继承人	wjvi
经办人	wjvi
经手人	wjvi
缠人	wjvi
当面锣对面鼓	wjvl
乡绅	wjwb
纤纤	wjwj
缠结	wjwl
幻觉	wjwn
纤细	wjwq
缠在	wjxi
缓步	wjyi
乡情	wjyl
给面子	wjzi
幼子	wjzi
缎子	wjzi
纤弱	wjzs
纨袴子弟	wjzv
五笔字型	wknt
统筹兼顾	wkvj
结对	wlax
掌上明珠	wlbe
结转	wlcf
结石	wlci
结怨	wldc
结膜	wldh
结为	wldj
结亲	wldm
结义	wldx
结肠	wldz
缘于	wlfi
结扎	wlfl
结语	wliw
五年计划	wlix
结疤	wljd
结拜	wljf
综上所述	wljm
纯收入	wljn
结社	wljy
常青树	wlma
凡士林	wlmm
结帐	wlni
纠察	wlnx
风声鹤唳，草木皆兵	wlpg
经年累月	wlqd
结汇	wlsc
绠短汲深	wlss
纠集	wlti
编年体	wltm
缘份	wltv
结伴	wltv
结仇	wltx
结出	wlue
学龄前	wlvd
结冰	wlvs
结余	wlvt
纠合	wlvt
风土人情	wlvy
结缘	wlwl
纠结	wlwl
风趣幽默	wlwq
纠风	wlwx
结存	wlxi
结点	wlyo
结子	wlzi
学术交流	wmds
纵横交错	wmdv
当机立断	wmdx
结构调整	wmit
纱厂	wmji
结核病	wmjt
缴枪不杀	wmjx
红楼梦	wmmm
纱窗	wmnv
红极一时	wmtb
细枝末节	wmth
风尘仆仆	wmtt
红杏出墙	wmul
纱锭	wmvn
纱线	wmwf
朵儿	wmwi
纱布	wmxn
纱灯	wmxt
综观	wnan
常备	wnaq
常量	wnbt
绝非易事	wnbt
缆车	wnci
红宝石	wnci
学区	wncx
常轨	wncx
党旗	wndh
赏月	wndi
尝新	wndm
学名	wndo
赏脸	wndv
党外	wndy
赏玩	wnef
缩印	wnep
缩进	wnfn
党报	wnfp
纲目	wngi
党参	wngy
学艺	wnhz
党课	wnib
常言	wnii
学识	wnio
常说	wniv
常设	wniw
缩手	wnjf
尚书	wnjj
党羽	wnjj
常被	wnjk
赏面	wnjq
学府	wnjt
学社	wnjy
敞篷	wnka
党籍	wnke
综上	wnli
堂上	wnli
学龄	wnlw
掌权	wnma
掌柜	wnmg
常客	wnna
纳贤	wnna
常见问题	wnnb
红彤彤	wnnd
赏鉴	wnnk
兴师问罪	wnnq
掌舵	wnns
纳闷	wnnu
赏阅	wnnv
常用字	wnnz
堂号	wnot
尚属	wnpj
掌骨	wnqd
尚且	wnqf
缩回	wnqo
学界	wnqv
尝鲜	wnrt
常温	wnsb
缩微	wnse
尚须	wnsj
学派	wnsj
常驻	wnst
学潮	wnsx
常住	wntd
党同伐异	wnte
尝到	wntg
绽开	wnth
约定俗成	wntj
尚可	wnto
常事	wnto
几内亚	wntw
常来	wntx
掌心	wnui
纳凉	wnvd
业内人士	wnvl
学富五车	wnwc
缩编	wnwd
常绿	wnwe
绸缎	wnwj
尝尝	wnwn
党纲	wnwn
纲常	wnwn
缆绳	wnwo
赏光	wnww
党纪	wnwz
纲纪	wnwz
学过	wnxd
纳粹	wnxd
常在	wnxi
掌故	wnxo
常数	wnxr
掌灯	wnxt
常态	wnyd
常情	wnyl
绸子	wnzi
党费	wnzs
风吹日晒	wobb
风中之烛	wodx
党员干部	wofd
缉捕	woft
风吹草动	wohf
缉私	wohg
缉获	wohx
绝口不提	wojf
织物	wojf
缄口不言	woji
织补	wojk
缉毒	wolq
缉查	womb
绳梯	womv
织机	womw
吾辈	wone
掌中宝	wone
织品	wooo
织女	wori
风口浪尖	wosm
风吹雨打	wouf
织锦	wovg
绕口令	wovj
缉拿	wovt
兴味索然	woxd
织布	woxn
细嚼慢咽	woyo
绳子	wozi
经史子集	wozt
绞尽脑汁	wpds
风险投资	wpfv
光阴似箭	wptk
当局者迷，旁观者清	wpys
当局者迷	wpyx
细条	wqam
细账	wqbk
细碎	wqcd
细软	wqcr
五四运动	wqff
细目	wqgi
组稿	wqhd
组词	wqij
组诗	wqil
细巧	wqit
细语	wqiw
细毛	wqjf
组办	wqjv
举国上下	wqlt
组阁	wqna
细密	wqnu
细究	wqnv
组员	wqob
组队	wqpv
缩略图	wqqa
细嫩	wqrt
细活	wqsj
细润	wqsn
细滑	wqsq
终其一生	wqtj
细作	wqtl
组歌	wqto
组画	wqtq
细化	wqtt
组曲	wqui
细雨	wqui
赏罚分明	wqvb
组分	wqvd
细分	wqvd
组织上	wqwl
幽默风趣	wqwl
红男绿女	wqwr
组织性	wqwy
细粮	wqxd
细布	wqxn
细点	wqyo
纳斯达克	wqyx
细弱	wqzs
五角星	wrbj
绝育	wrdg
绝迹	wrdm
绝交	wrdv
绝然	wrdy
绝无	wrfl
绝技	wrfx
绝世	wrhl
绝种	wrho
经久不衰	wrjd
经久不息	wrjj
绝症	wrjt
绝版	wrkj
绝笔	wrkj
绝地	wrlc
绝境	wrld
绝收	wrli
绝门	wrni
绝唱	wrob
绝口	wroi
绝响	wroj
绝路	wrol
绝壁	wrpo
绝色	wrrd
儿媳妇	wrre
绝活	wrsj
绝句	wrso
绝顶	wrtj
绝代	wrtv
绝伦	wrtv
绝灭	wrtx
绝食	wrvd
绿色食品	wrvo
绝学	wrwn
绝经	wrwz
绝情	wryl
风水轮流转	wscc
经验之谈	wsdi
经验交流	wsds
经济效益	wsdv
绕梁三日	wseb
约法三章	wsed
经济建设	wsei
风流云散	wsfh
经济损失	wsfk
经济贸易	wsgb
约莫	wshb
经济基础	wshc
约稿	wshd
学徒工	wsii
约言	wsii
约请	wsil
约计	wsix
经济特区	wsjc
光洁度	wsjh
风湿病	wsjt
经济管理	wske
风马牛不相及	wskj
细水长流	wsks
经得起	wsll
经济实力	wsnj
约同	wsnt
约见	wsnw
约略	wsqa
经济基础	wsqc
约期	wsqv
经济危机	wsrm
约好	wsrz
绿油油	wssd
约法	wssl
风行一时	wstb
继往开来	wstt
约分	wsvd
风流人物	wsvj
五马分尸	wsvp
风清弊绝	wsvw
经济结构	wswm
约数	wsxr
绚烂	wsxv
统治者	wsyb
经济发展	wsyp
纯碱	wtcj
纯良	wtde
维族	wtdh
绚丽多彩	wtdj
维新	wtdm
纯熟	wtdo
五保户	wtdp
夙夜	wtdt
绚丽多姿	wtdv
业外	wtdy
纯然	wtdy
五体投地	wtfl
练武	wtfl
练兵	wtgv
纯种	wtho
练功	wtij
绒毛	wtjf
纯毛	wtjf
纯度	wtjh
维系	wtjw
夙敌	wtjx
党代表	wtlk
纯棉	wtmg
党政机关	wtmv
党政军	wtnc
练字	wtnz
业障	wtpd
统一思想	wtqm
几何图形	wtqt
纯色	wtrd
纯平	wttv
几天来	wttx
纯美	wtve
党代会	wtvf
纯金	wtvi
几天几夜	wtwd
经天纬地	wtwl
几何学	wtwn
缰绳	wtwo
常来常往	wtws
风华绝代	wtwt
凿凿	wtwt
绒布	wtxn
兴致勃勃	wtxx
纯贞	wtyb
业态	wtyd
统一战线	wtyw
五雷轰顶	wuct
风雪交加	wudj
纪念日	wvbi
纪念碑	wvcg
纪念邮票	wvdc
举头	wvdd
兴头	wvdd
几个方面	wvdj
兴亡	wvdl
绊脚	wvdl
几次三番	wvej
五谷丰登	wvfx
纷扰	wvfx
综合利用	wvhn
举荐	wvhx
风凉话	wvij
兴许	wvil
纵论	wviv
纵谈	wvix
举手	wvjf
光前裕后	wvjj
综合症	wvjt
纷乱	wvjx
给以	wvld
综合素质	wvlj
纷繁	wvlq
举杯	wvmj
红领巾	wvni
缉拿归案	wvnn
结合实际	wvnp
缮写	wvns
给它	wvnt
纵容	wvnv
细针密缕	wvnw
兴叹	wvoa
纷呈	wvoe
兴味	wvof
兴隆	wvpa
纵隔	wvpt
纵队	wvpv
兴国	wvqe
举国	wvqe
纵贯	wvqx
削铁如泥	wvrs
综合治理	wvse
纯净水	wvsi
给水	wvsi
纵马	wvst
纵酒	wvsu
绊住	wvtd
兴修	wvti
光合作用	wvtn
绊倒	wvtt
给付	wvtx
举出	wvue
举人	wvvi
兴冲冲	wvvo
纵欲	wvvv
乡镇企业	wvvw
兴学	wvwn
纷杂	wvxm
学前教育	wvyd
举步	wvyi
幽明	wwbd
幽暗	wwbd
辉映	wwbn
幽怨	wwdc
光头	wwdd
风光旖旎	wwdd
结结巴巴	wwdd
光脚	wwdl
夙兴夜寐	wwdn
丝绸之路	wwdo
红细胞	wwds
光斑	wwed
纷纷扬扬	wwff
幽魂	wwfg
幽远	wwfw
纲举目张	wwgz
幽香	wwhb
结党营私	wwhh
丝带	wwhn
五线谱	wwiv
光谱	wwiv
丝丝入扣	wwjf
丝瓜	wwjj
丝袜	wwjk
丝竹	wwki
光复	wwlb
光年	wwlc
光棍	wwmb
光标	wwmf
丝棉	wwmg
幽禁	wwmm
缝纫机	wwmw
幽冥	wwnb
几经周折	wwnf
幽门	wwni
幽寂	wwnl
幽邃	wwnv
丝网	wwnx
幽闭	wwnx
丝路	wwol
幽咽	wwoq
幽居	wwpx
缔约国	wwqe
党纪国法	wwqs
幽思	wwqu
光圈	wwqv
维纳斯	wwqv
维吾尔族	wwrd
维吾尔	wwrm
光鲜	wwrt
幽微	wwse
几经波折	wwsf
光源	wwsj
光波	wwsj
红光满面	wwsj
光洁	wwsl
光润	wwsn
幽深	wwsn
光储	wwti
光速	wwto
光风霁月	wwud
幽谷	wwvv
丝线	wwwf
党组织	wwwo
组织纪律	wwws
丝绒	wwwt
丝光	wwww
幽幽	wwww
光绪	wwwy
光焰	wwxr
红绿灯	wwxt
幼儿教育	wwyd
幽情	wwyl
缠绵悱恻	wwyy
光子	wwzi
丝弦	wwzs
纨绔子弟	wwzv
风雅	wxci
风车	wxci
红灯区	wxcx
风月	wxdi
风衣	wxdk
绕弯	wxdm
党支部	wxdo
风琴	wxee
续建	wxef
业精于勤	wxfh
学有专长	wxfk
业精于勤荒于嬉，行成于思毁于随	wxfp
业精于勤荒于嬉	wxfr
终南捷径	wxfs
风挡	wxfw
风势	wxfx
学有所成	wxjj
继承人	wxjv
续篇	wxkd
风箱	wxkm
续签	wxkv
几十年如一日	wxlb
风土	wxli
风机	wxmw
风寒	wxnf
风帆	wxni
风门	wxni
续航	wxns
风灾	wxnx
红十字	wxnz
风口	wxoi
绕嘴	wxol
风骨	wxqd
继母	wxqs
风色	wxrd
风浪	wxsd
风传	wxtf
绕开	wxth
风烛残年	wxtl
风化	wxtt
绕道	wxvj
风姿	wxvr
风冷	wxvv
继父	wxvx
续编	wxwd
绕组	wxwq
缕缕	wxwx
风纪	wxwz
风灯	wxxt
继发	wxya
风大	wxyi
继子	wxzi
学杂费	wxzs
统战部	wydo
绝大部分	wydv
绝大多数	wydx
兴奋剂	wydx
终点站	wydy
五大三粗	wyex
编者按	wyfn
绪论	wyiv
细大不捐	wyjf
绮梦	wymm
纵虎归山	wyne
绮丽	wytn
经脉	wzdd
经手	wzjf
经度	wzjh
经血	wzjq
纪年	wzlc
经期	wzqv
经久	wzrn
纪行	wzsf
纪律性	wzsy
经心	wzui
经络	wzwa
经线	wzwf
友邦	xafp
狂欢节	xahp
支委	xahr
支那	xajf
支书	xajj
支边	xajz
友军	xanc
支取	xapa
杀鸡取卵	xapc
烙饼	xarl
支渠	xasg
支派	xasj
支使	xatt
杀鸡儆猴	xatx
支前	xavd
友善	xavf
烙铁	xavk
糌粑	xaxd
有条有理	xaxe
烽火	xaxi
友协	xaxj
烽烟	xaxq
支点	xayo
朝圣	xbal
焊条	xbam
朝日	xbbi
朝野	xbbl
朝晖	xbbn
旮旯	xbbx
爆破	xbcj
爆胎	xbdg
朝外	xbdy
朝觐	xbho
焊工	xbii
朝拜	xbjf
朝后	xbjj
爆竹	xbki
爆笑	xbkj
爆棚	xbmd
翰林	xbmm
焊枪	xbmv
克里姆林宫	xbrn
韩流	xbsd
爆裂	xbtd
爆开	xbth
旭日东升	xbtj
划时代	xbtv
朝天	xbty
朝霞	xbup
焊锡	xbvb
朝前	xbvd
爆冷	xbvv
数量级	xbwj
焊丝	xbww
爆料	xbxd
朝左	xbxi
朝右	xbxo
糊里糊涂	xbxs
精明强干	xbzf
有则改之，无则加勉	xbzr
精确度	xcjh
数码相机	xcmm
有戏	xdax
过账	xdbk
过电	xdbl
有碍	xdcb
过磅	xdcd
炒股票	xdcf
粮票	xdcf
有意义	xddd
寸头	xddd
过头	xddd
料斗	xddd
炕头	xddd
有方	xddh
燃放	xddh
有为	xddj
有变	xddm
过户	xddp
过夜	xddt
炉膛	xddw
火辣辣	xddx
丸剂	xddx
粮站	xddy
有意无意	xdfd
有勇无谋	xdfi
十六进制	xdfk
炫示	xdfm
有名无实	xdfn
寸进	xdfn
索然无味	xdfo
有损	xdfo
郁热	xdfx
过眼	xdge
獐头鼠目	xdgg
过目	xdgi
炫目	xdgi
断头台	xdgo
粮草	xdhb
有劳	xdhn
十月革命	xdhv
丸药	xdhw
有旧	xdib
寸功	xdij
有请	xdil
有意识	xdio
过谦	xdiv
有底	xdjc
尤为重要	xdjc
粮库	xdjc
独立自主	xdjd
过手	xdjf
过意不去	xdjl
遴选	xdjl
有加	xdjo
求之不得	xdjs
猫头鹰	xdjt
犹豫不决	xdjv
有神	xdjy
粮店	xdjy
有失	xdkv
过气	xdkz
过载	xdlc
灰头土脸	xdld
过境	xdld
燃起	xdll
煽起	xdll
凶多吉少	xdlm
过场	xdlz
粮棉	xdmg
独立核算	xdmk
过紧	xdna
过宽	xdnh
过门	xdni
料定	xdnt
过窄	xdnv
过路	xdol
克服困难	xdqa
粮田	xdqi
救亡图存	xdqx
过江	xdsi
过活	xdsj
过河	xdst
有染	xdsx
有致	xdtg
有什么	xdtj
有顷	xdtl
煽惑	xdto
有章可循	xdts
有份	xdtv
十月份	xdtv
粮价	xdtv
九月份	xdtv
颠鸾倒凤	xdtw
有零	xduv
粮仓	xdvc
才高八斗	xdvd
过着	xdvf
有错	xdvh
过道	xdvj
古为今用	xdvn
糅合	xdvt
过半	xdvx
过当	xdwe
郁结	xdwl
过堂	xdwn
过细	xdwq
存亡绝续	xdww
过继	xdwx
郁郁	xdxd
有头有脸	xdxd
有勇有谋	xdxi
炉火	xdxi
过猛	xdxj
寸断	xdxl
炉灶	xdxl
有冇	xdxn
有头有尾	xdxp
过数	xdxr
炫龙	xdxt
有救	xdxx
焙烧	xdxx
狐朋狗友	xdxx
糖衣炮弹	xdxz
过慢	xdyb
十六大报告	xdyj
煽情	xdyl
燃点	xdyo
过虑	xdyu
有悖	xdyx
炉子	xdzi
有劲	xdzi
狗腿子	xdzi
过强	xdzs
灿然	xedy
籼稻	xehj
朝秦暮楚	xehm
十三陵	xepl
颠三倒四	xetq
协奏曲	xeui
九三学社	xewj
精耕细作	xewt
籼米	xexi
狐群狗党	xexw
救护车	xfci
十二月份	xfdt
胡搅蛮缠	xfdw
犹抱琵琶半遮面	xfej
十二指肠	xffd
有损于	xffi
丧魂落魄	xfhg
龙井茶	xfhv
迷魂药	xfhw
祭拜	xfjf
祭祖	xfjy
祭坛	xflf
真抓实干	xfnf
迷魂阵	xfpc
杂技团	xfqx
迷魂汤	xfsz
十二分	xfvd
祭奠	xfvu
精打细算	xfwk
烂摊子	xfzi
直抒己见	xfzn
雄鸡	xgag
九泉之下	xgdt
雄兵	xggv
雄黄	xghd
雄花	xght
雄蕊	xghu
过目成诵	xgji
雄威	xgjt
雄鹰	xgjt
精兵简政	xgkt
雄起	xgll
雄师	xgnt
数目字	xgnz
雄图	xgqa
雄浑	xgsn
雄健	xgte
火眼金睛	xgvg
雄姿	xgvr
煌煌	xgxg
雄狮	xgxj
雄性	xgyj
雄劲	xgzi
有苦难言	xhai
有利条件	xhat
救世主	xhde
煤耗	xhem
煤球	xhex
烘干	xhfi
烘托	xhfj
灿若云锦	xhfv
灰蒙蒙	xhhn
寸草不留	xhjg
寸草不生	xhjj
煤质	xhjj
粪坑	xhld
粪土	xhli
火花塞	xhnf
贲门	xhni
煤窑	xhnv
火药味	xhof
煤层	xhpf
煤田	xhqi
在世界上	xhql
煤油	xhsd
粗茶淡饭	xhsr
有利可图	xhtq
博茨瓦纳	xhtw
烘焙	xhxd
煤炉	xhxd
煤烟	xhxq
克勤克俭	xhxt
有利有弊	xhxv
煤灰	xhxx
烘烤	xhxy
胡萝卜	xhyi
胡萝卜素	xhyl
炎黄子孙	xhzz
火鸡	xiag
存照	xibd
在野	xibl
火电	xibl
左转	xicf
存车	xici
火石	xici
左脑	xidd
火头	xidd
左端	xide
火腿	xide
在望	xidl
左脚	xidl
有识之士	xidl
在岗	xien
火把	xifd
在握	xifp
在押	xifq
火拼	xifv
火势	xifx
存留	xigd
九泉	xigs
粗言秽语	xihi
火苗	xihq
火警	xihs
火葬	xiht
火药	xihw
在读	xiix
九百	xijb
左翼	xijj
协议书	xijj
九成	xijj
左近	xijk
左面	xijq
米面	xijq
九千	xijx
十千	xijx
左迁	xijx
火舌	xijx
火气	xikz
火坑	xild
火堆	xilt
火场	xilz
存查	ximb
存根	xime
存栏	ximv
火枪	ximv
在册	xinn
存盘	xins
火器	xioo
戈壁	xipo
左臂	xipo
火险	xipv
精诚团结	xiqw
米色	xird
左角	xiri
存身	xiri
左派	xisj
火海	xisl
火漆	xism
米酒	xisu
火烫	xisz
米汤	xisz
在位	xitd
左传	xitf
九万	xith
火候	xiti
存疑	xitl
左倾	xitt
存贷	xitv
十亿	xitz
存心	xiui
九霄	xiuw
火盆	xivd
左键	xive
十全	xive
存钱	xivf
火并	xivh
左首	xivj
在逃	xivw
火线	xiwf
火红	xiwi
火光	xiww
存续	xiwx
火炉	xixd
米粒	xixd
有言在先	xixj
献计献策	xixk
火龙	xixt
米粉	xixv
火情	xiyl
十点	xiyo
在所难免	xjar
犯难	xjat
才貌双全	xjav
才对	xjax
独处	xjay
犯贱	xjbf
狂暴	xjbh
狂晕	xjbn
有所区别	xjco
精神文明	xjdb
卖主	xjde
燎原之势	xjdf
猥亵	xjdf
卖方	xjdh
狗皮膏药	xjdh
狂放	xjdh
救生衣	xjdk
糖衣	xjdk
有生之年	xjdl
独享	xjdo
精力充沛	xjds
狱卒	xjdv
狡辩	xjdx
猛然	xjdy
猝然	xjdy
协理	xjeb
卖弄	xjeh
独奏	xjev
猥琐	xjew
杂乱无章	xjfd
精神抖擞	xjff
猜摸	xjfh
猪排	xjfn
独揽	xjfn
猛打	xjft
烦扰	xjfx
卖掉	xjfy
狗熊	xjgd
猫眼	xjge
真面目	xjgi
狼藉	xjhe
烦劳	xjhn
献殷勤	xjho
希特勒	xjhp
逛荡	xjhs
狱警	xjhs
糖稀	xjhx
犯愁	xjhx
卖艺	xjhz
才艺	xjhz
猛攻	xjia
狂言	xjii
烦请	xjil
猜谜	xjix
猪皮	xjja
有生力量	xjjb
古生物	xjjf
猎手	xjjf
猎物	xjjf
才貌	xjjg
犹自	xjjg
猜度	xjjh
存而不论	xjji
卖了	xjji
卖力	xjji
才力	xjji
在所不辞	xjjj
独生	xjjl
有所不同	xjjn
独爱	xjjn
才敢	xjjp
精疲力尽	xjjp
猝不及防	xjjp
精神病	xjjt
犯病	xjjt
卖座	xjjv
烦乱	xjjx
狂乱	xjjx
有感而发	xjjy
在所不惜	xjjy
克敌制胜	xjkd
糖浆	xjkd
狭长	xjki
卖笑	xjkj
狂笑	xjkj
卖力气	xjkz
猴年	xjlc
过不去	xjlg
独舞	xjlh
犯不上	xjli
猛士	xjli
犯上	xjli
狂喜	xjlo
狠毒	xjlq
有生以来	xjlt
十面埋伏	xjlt
卖场	xjlz
猪场	xjlz
协查	xjmb
犯禁	xjmm
猎枪	xjmv
才用	xjnf
独门	xjni
糖蜜	xjnu
狗肉	xjnv
独唱	xjob
卖唱	xjob
狗血喷头	xjod
猜中	xjoi
逐鹿中原	xjoj
狂吠	xjoy
猎取	xjpa
博物院	xjpn
狗屁	xjpu
独居	xjpx
精彩回放	xjqd
卖国	xjqe
狡黠	xjqh
犯困	xjqm
才思	xjqu
狂怒	xjra
猴急	xjre
才女	xjri
独身	xjri
狎妓	xjrx
狗血淋头	xjsd
糖水	xjsi
数不清	xjsl
狂潮	xjsx
猛涨	xjsz
有所作为	xjtd
犯戒	xjth
犯傻	xjtj
狂傲	xjtl
狐疑	xjtl
犹疑	xjtl
独体	xjtm
猪倌	xjtn
凶神恶煞	xjtr
才使	xjtt
糖化	xjtt
卖价	xjtv
才来	xjtx
划不来	xjtx
独吞	xjty
犯下	xjty
猛醒	xjub
猜出	xjue
独霸	xjuh
狠心	xjui
有所准备	xjva
才貌兼备	xjva
猛禽	xjvd
